name,target,predicted,0_prob,1_prob
G0350686.JPG,0,0,20.001291,-17.572962,
G0350687.JPG,0,0,15.922669,-12.5915985,
G0350688.JPG,0,0,22.090073,-19.662785,
G0350689.JPG,0,0,7.489415,-4.157113,
G0350690.JPG,0,0,11.025323,-7.6835303,
G0350691.JPG,1,1,0.18148094,3.3077247,
G0350692.JPG,0,0,9.638323,-6.138172,
G0350693.JPG,0,0,23.227175,-22.227657,
G0350694.JPG,0,0,20.698524,-18.8537,
G0350695.JPG,0,0,23.011692,-20.729246,
G0350696.JPG,0,0,25.510452,-23.925875,
G0350697.JPG,0,0,18.182098,-15.895395,
G0350698.JPG,1,1,-4.257092,7.966091,
G0350699.JPG,0,0,6.6764646,-3.2825787,
G0350700.JPG,0,0,25.593925,-24.983643,
G0350701.JPG,0,0,26.000948,-24.499388,
G0350702.JPG,0,0,24.975393,-23.324242,
G0350703.JPG,0,0,28.286482,-27.88187,
G0350704.JPG,0,0,8.788553,-5.886917,
G0350705.JPG,1,1,-4.6559796,8.267785,
G0350706.JPG,0,0,11.619231,-8.603161,
G0350707.JPG,0,0,25.554886,-25.30393,
G0350708.JPG,0,0,28.814974,-28.579208,
G0350709.JPG,0,0,30.135695,-29.566267,
G0350710.JPG,0,0,32.408356,-32.580883,
G0350711.JPG,0,0,18.168802,-16.292507,
G0350712.JPG,0,0,5.339176,-2.544606,
G0350713.JPG,1,1,-10.84358,14.106462,
G0350714.JPG,0,0,23.291414,-22.345041,
G0350715.JPG,0,0,24.959372,-24.788275,
G0350716.JPG,0,0,29.967995,-29.44315,
G0350717.JPG,0,0,35.203716,-35.72161,
G0350718.JPG,0,0,26.349705,-25.768549,
G0350719.JPG,0,0,16.52759,-14.989783,
G0350720.JPG,1,1,-0.52570426,4.2267795,
G0350721.JPG,0,0,13.395991,-11.379625,
G0350722.JPG,0,0,28.46977,-28.877663,
G0350723.JPG,0,0,25.791285,-23.95556,
G0350724.JPG,0,0,22.001698,-20.139498,
G0350725.JPG,0,0,26.10547,-24.804174,
G0350726.JPG,0,0,16.548485,-14.188755,
G0350727.JPG,0,0,7.864105,-4.6899586,
G0350728.JPG,1,0,7.1554904,-4.0594063,
G0350729.JPG,0,0,22.159973,-21.46126,
G0350730.JPG,0,0,21.82614,-20.729706,
G0350731.JPG,0,0,22.053675,-19.936525,
G0350732.JPG,0,0,29.033503,-28.20721,
G0350733.JPG,0,0,11.71222,-9.615364,
G0350734.JPG,1,1,-7.594575,11.131668,
G0350735.JPG,0,0,4.9383173,-1.6533663,
G0350736.JPG,0,0,28.178144,-28.105757,
G0350737.JPG,0,0,26.617407,-26.686775,
G0350738.JPG,0,0,22.256758,-20.537603,
G0350739.JPG,0,0,23.20957,-20.93501,
G0350740.JPG,0,0,23.921326,-22.394667,
G0350741.JPG,0,0,6.2755127,-3.1371946,
G0350742.JPG,1,1,-2.4300468,5.68557,
G0350743.JPG,0,0,27.354412,-25.659658,
G0350744.JPG,0,0,27.168598,-25.79975,
G0350745.JPG,0,0,19.66865,-17.369484,
G0350746.JPG,0,0,17.17283,-15.221819,
G0350747.JPG,0,0,16.115541,-13.56294,
G0350748.JPG,0,0,20.638218,-19.168116,
G0350749.JPG,1,1,-3.89598,7.481833,
G0350750.JPG,0,0,18.086264,-17.276701,
G0350751.JPG,0,0,26.3118,-26.441132,
G0350752.JPG,0,0,26.234045,-25.155174,
G0350753.JPG,0,0,24.459866,-23.04396,
G0350754.JPG,0,0,24.98073,-23.491941,
G0350755.JPG,0,0,7.5384507,-4.367898,
G0350756.JPG,1,1,-8.0760355,11.577894,
G0350757.JPG,0,0,10.914874,-7.8471546,
G0350758.JPG,0,0,22.519957,-21.16288,
G0350759.JPG,0,0,20.802612,-19.027294,
G0350760.JPG,0,0,22.527813,-20.596401,
G0350761.JPG,0,0,23.627352,-21.319082,
G0350762.JPG,0,0,21.606838,-19.495455,
G0350763.JPG,1,0,7.047959,-4.0351005,
G0350764.JPG,0,1,-2.194316,5.3713474,
G0350765.JPG,0,0,20.974386,-19.839037,
G0350766.JPG,0,0,25.20236,-25.251663,
G0350767.JPG,0,0,21.828064,-21.712824,
G0350768.JPG,0,0,20.768091,-19.831673,
G0350769.JPG,0,0,30.336805,-31.19407,
G0350770.JPG,1,0,2.6767244,0.6047987,
G0350771.JPG,0,1,-3.8843465,7.089753,
G0350772.JPG,0,0,28.771847,-28.432829,
G0350773.JPG,0,0,19.91641,-19.154375,
G0350774.JPG,0,0,26.643564,-25.60139,
G0350775.JPG,0,0,31.94805,-32.04653,
G0350776.JPG,0,0,24.796951,-23.81938,
G0350777.JPG,1,1,-1.1601636,4.1711226,
G0350778.JPG,0,1,-9.574382,12.757167,
G0350779.JPG,0,0,19.957981,-18.314245,
G0350780.JPG,0,0,25.286402,-25.04581,
G0350781.JPG,0,0,27.006208,-26.991547,
G0350782.JPG,0,0,33.70091,-34.603268,
G0350783.JPG,0,0,23.477943,-22.313208,
G0350784.JPG,0,0,24.060839,-22.818176,
G0350785.JPG,1,1,-9.080303,11.604573,
G0350786.JPG,0,1,-3.8381267,7.1925483,
G0350787.JPG,0,0,15.604998,-14.097007,
G0350788.JPG,0,0,15.99433,-13.734244,
G0350789.JPG,0,0,24.732212,-23.365446,
