name,target,predicted,0_prob,1_prob
G0151556.JPG,0,0,16.099447,-12.880999,
G0151557.JPG,0,0,20.286467,-17.51024,
G0151558.JPG,0,0,18.467756,-15.383135,
G0151559.JPG,0,0,15.937965,-13.248204,
G0151560.JPG,0,0,13.856831,-10.610529,
G0151561.JPG,1,0,5.787874,-2.2490442,
G0151562.JPG,0,0,3.275011,-0.41966212,
G0151563.JPG,0,1,1.5786772,1.8524044,
G0151564.JPG,0,0,18.467707,-16.424692,
G0151565.JPG,0,0,19.149693,-16.414228,
G0151566.JPG,0,0,25.050222,-22.9194,
G0151567.JPG,0,0,24.204882,-22.64128,
G0151568.JPG,0,0,20.307795,-18.246248,
G0151569.JPG,1,1,-4.7539043,8.457651,
G0151570.JPG,0,0,3.8959777,-0.88538045,
G0151571.JPG,0,0,22.110556,-20.838428,
G0151572.JPG,0,0,25.283648,-23.608955,
G0151573.JPG,0,0,22.190037,-20.48644,
G0151574.JPG,0,0,15.53238,-12.69728,
G0151575.JPG,0,0,25.761423,-25.27146,
G0151576.JPG,0,1,-0.37447453,3.4191537,
G0151577.JPG,1,1,0.3745841,2.8734696,
G0151578.JPG,0,0,20.297417,-18.476604,
G0151579.JPG,0,0,30.771845,-30.518633,
G0151580.JPG,0,0,29.815939,-29.147768,
G0151581.JPG,0,0,29.45679,-28.543226,
G0151582.JPG,0,0,23.474333,-21.61246,
G0151583.JPG,0,0,15.069361,-12.614604,
G0151584.JPG,1,1,-5.6887813,9.501566,
G0151585.JPG,0,0,19.04216,-17.088902,
G0151586.JPG,0,0,29.842607,-29.653997,
G0151587.JPG,0,0,21.015242,-18.887993,
G0151588.JPG,0,0,26.748287,-25.775331,
G0151589.JPG,0,0,17.706945,-15.282001,
G0151590.JPG,0,0,17.17307,-14.978218,
G0151591.JPG,1,1,-7.455476,11.342561,
G0151592.JPG,0,0,9.1566925,-6.5749,
G0151593.JPG,0,0,27.427217,-27.519197,
G0151594.JPG,0,0,31.185793,-30.498678,
G0151595.JPG,0,0,30.387335,-30.23827,
G0151596.JPG,0,0,28.50823,-27.907072,
G0151597.JPG,0,0,26.929335,-25.896006,
G0151598.JPG,0,0,14.393324,-11.911077,
G0151599.JPG,1,1,-8.173245,12.109516,
G0151600.JPG,0,0,20.330742,-18.50973,
G0151601.JPG,0,0,25.039307,-23.76256,
G0151602.JPG,0,0,22.781273,-20.379616,
G0151603.JPG,0,0,22.311949,-20.288399,
G0151604.JPG,0,0,24.50846,-22.896517,
G0151605.JPG,0,1,-0.53421545,4.1711116,
G0151606.JPG,1,1,-5.621355,9.248175,
G0151607.JPG,0,0,27.771866,-26.954924,
G0151608.JPG,0,0,26.065966,-25.16064,
G0151609.JPG,0,0,18.68739,-16.727615,
G0151610.JPG,0,0,23.476307,-21.897726,
G0151611.JPG,0,0,23.3098,-21.406067,
G0151612.JPG,0,0,15.296248,-12.839765,
G0151613.JPG,1,1,-3.2611823,6.870291,
G0151614.JPG,0,0,9.650066,-6.350352,
G0151615.JPG,0,0,26.376833,-25.211613,
G0151616.JPG,0,0,20.163012,-18.95734,
G0151617.JPG,0,0,19.473288,-17.092777,
G0151618.JPG,0,0,19.30933,-17.057775,
G0151619.JPG,0,0,23.447206,-21.500233,
G0151620.JPG,0,1,-2.3984666,5.68555,
G0151621.JPG,1,0,7.8972206,-4.9355226,
G0151622.JPG,0,0,18.00075,-15.366397,
G0151623.JPG,0,0,23.348257,-22.14008,
G0151624.JPG,0,0,24.503773,-22.539576,
G0151625.JPG,0,0,31.01309,-31.132847,
G0151626.JPG,0,0,20.418644,-18.650908,
G0151627.JPG,0,0,11.754647,-8.713246,
G0151628.JPG,1,1,-4.812387,8.451983,
G0151629.JPG,0,0,18.072344,-16.331131,
G0151630.JPG,0,0,17.918564,-15.989523,
G0151631.JPG,0,0,24.11394,-22.239475,
G0151632.JPG,0,0,25.408573,-24.087927,
G0151633.JPG,0,0,20.012253,-18.11083,
G0151634.JPG,0,0,20.302837,-18.682652,
G0151635.JPG,1,1,-2.55624,6.330917,
G0151636.JPG,0,0,13.592551,-10.784067,
G0151637.JPG,0,0,26.150002,-25.827013,
G0151638.JPG,0,0,21.741083,-19.439428,
G0151639.JPG,0,0,26.652071,-25.201786,
G0151640.JPG,0,0,21.05758,-18.861082,
G0151641.JPG,0,0,21.651175,-19.655104,
G0151642.JPG,0,1,-0.80838716,4.6171026,
G0151643.JPG,1,0,3.8423622,-0.07279754,
G0151644.JPG,0,0,27.649796,-27.598383,
G0151645.JPG,0,0,24.698252,-22.924906,
G0151646.JPG,0,0,24.654156,-22.810808,
G0151647.JPG,0,0,29.55068,-29.162252,
G0151648.JPG,0,0,21.306036,-19.041441,
G0151649.JPG,0,0,4.3805537,-0.8495973,
G0151650.JPG,1,1,0.9370609,2.526638,
G0151651.JPG,0,0,13.306651,-10.286319,
G0151652.JPG,0,0,19.403708,-17.202854,
G0151653.JPG,0,0,17.18088,-14.892235,
G0151654.JPG,0,0,28.819344,-27.889435,
G0151655.JPG,0,0,12.503021,-9.447174,
G0151656.JPG,0,0,17.446716,-14.956076,
G0151657.JPG,1,0,5.278631,-1.7091467,
G0151658.JPG,0,0,7.66807,-4.286609,
G0151659.JPG,0,0,20.531187,-19.65902,
G0151660.JPG,0,0,26.302954,-24.988058,
G0151661.JPG,0,0,25.905664,-24.404697,
G0151662.JPG,0,0,22.3008,-20.495901,
G0151663.JPG,0,0,17.827486,-14.972702,
G0151664.JPG,1,0,7.4176774,-4.1433225,
G0151665.JPG,0,0,2.416872,1.7284765,
G0151666.JPG,0,0,18.664747,-16.648067,
G0151667.JPG,0,0,24.178019,-22.270403,
G0151668.JPG,0,0,26.978024,-25.685535,
G0151669.JPG,0,0,22.042765,-19.915035,
G0151670.JPG,0,0,20.067553,-17.668184,
G0151671.JPG,0,0,4.795266,-1.7843192,
G0151672.JPG,1,1,-7.7154136,11.393518,
G0151673.JPG,0,0,23.44172,-22.071062,
G0151674.JPG,0,0,22.739466,-20.932497,
G0151675.JPG,0,0,23.41182,-21.758371,
G0151676.JPG,0,0,23.89276,-21.82325,
G0151677.JPG,0,0,26.70379,-25.149397,
G0151678.JPG,0,0,13.612543,-11.233665,
G0151679.JPG,1,1,-0.57613045,4.113563,
G0151680.JPG,0,0,8.375075,-5.6225653,
G0151681.JPG,0,0,24.183935,-24.088339,
G0151682.JPG,0,0,25.24454,-23.19726,
G0151683.JPG,0,0,29.56397,-28.851555,
G0151684.JPG,0,0,25.341667,-24.344885,
G0151685.JPG,0,0,15.73806,-13.031966,
G0151686.JPG,1,1,-0.70050925,4.0108843,
G0151687.JPG,0,0,12.976205,-10.207721,
G0151688.JPG,0,0,22.216484,-20.608341,
G0151689.JPG,0,0,21.880743,-20.291323,
G0151690.JPG,0,0,27.415792,-26.13171,
G0151691.JPG,0,0,24.778542,-22.80827,
G0151692.JPG,0,0,17.57089,-15.386901,
G0151693.JPG,1,1,-1.3564256,4.897302,
G0151694.JPG,0,1,-2.2740622,5.99313,
G0151695.JPG,0,0,19.659864,-17.764496,
G0151696.JPG,0,0,28.494143,-27.664404,
G0151697.JPG,0,0,20.749262,-18.837864,
G0151698.JPG,0,0,28.77192,-27.495056,
G0151699.JPG,0,0,18.952124,-17.005196,
G0151700.JPG,0,0,6.806562,-3.1670206,
G0151701.JPG,1,1,-2.7098143,6.61338,
G0151702.JPG,0,0,23.240763,-21.805498,
G0151703.JPG,0,0,25.066223,-23.840292,
G0151704.JPG,0,0,17.971092,-15.131763,
G0151705.JPG,0,0,25.439812,-23.53056,
G0151706.JPG,0,0,14.505065,-10.937791,
G0151707.JPG,1,0,15.102327,-12.634966,
G0151708.JPG,0,1,-3.5732677,7.2691236,
G0151709.JPG,0,0,9.0774975,-5.594346,
G0151710.JPG,0,0,21.893948,-21.15961,
G0151711.JPG,0,0,17.927662,-15.417997,
G0151712.JPG,0,0,21.930107,-19.907385,
G0151713.JPG,0,0,24.820704,-23.195948,
G0151714.JPG,0,0,13.382715,-10.480455,
G0151715.JPG,1,1,-1.0035491,4.355211,
G0151716.JPG,0,1,-1.3738456,5.126452,
G0151717.JPG,0,0,31.477638,-31.362677,
G0151718.JPG,0,0,24.21383,-22.622011,
G0151719.JPG,0,0,25.35381,-23.707573,
G0151720.JPG,0,0,22.943813,-21.643908,
G0151721.JPG,0,0,24.460081,-23.354593,
G0151722.JPG,1,0,3.6273146,-0.07400423,
G0151723.JPG,0,1,-2.984674,6.5765944,
G0151724.JPG,0,0,17.974075,-14.973564,
G0151725.JPG,0,0,20.179956,-18.743673,
G0151726.JPG,0,0,17.672735,-14.908014,
G0151727.JPG,0,0,24.747242,-22.888004,
G0151728.JPG,0,0,30.323717,-29.4177,
G0151729.JPG,0,0,21.950216,-19.405296,
G0151730.JPG,1,0,4.119797,-0.39265674,
G0151731.JPG,0,1,-3.4377778,7.246727,
G0151732.JPG,0,0,31.064013,-30.407974,
G0151733.JPG,0,0,22.406935,-21.11624,
G0151734.JPG,0,0,21.621603,-18.855541,
G0151735.JPG,0,0,25.681551,-24.217255,
G0151736.JPG,0,0,23.086864,-21.199759,
G0151737.JPG,1,0,7.8188233,-4.77899,
G0151738.JPG,0,1,-13.678218,16.713305,
G0151739.JPG,0,0,20.57899,-17.746426,
G0151740.JPG,0,0,18.869932,-17.140795,
G0151741.JPG,0,0,24.266048,-22.346682,
G0151742.JPG,0,0,26.344803,-24.506334,
G0151743.JPG,0,0,21.004087,-18.484318,
G0151744.JPG,0,0,6.541937,-3.6342921,
G0151745.JPG,1,1,-0.2956958,3.900173,
G0151746.JPG,0,0,16.105928,-13.709074,
G0151747.JPG,0,0,29.474884,-29.521515,
G0151748.JPG,0,0,28.71253,-27.763405,
G0151749.JPG,0,0,22.487993,-20.543444,
G0151750.JPG,0,0,24.594564,-23.306765,
G0151751.JPG,0,0,11.618916,-9.106659,
G0151752.JPG,1,1,-1.8675712,5.45612,
G0151753.JPG,0,1,-1.6490058,5.422574,
G0151754.JPG,0,0,22.322779,-21.066113,
G0151755.JPG,0,0,24.765514,-23.602943,
G0151756.JPG,0,0,26.313389,-25.196669,
G0151757.JPG,0,0,17.82777,-15.52389,
G0151758.JPG,0,0,23.429197,-21.645714,
G0151759.JPG,1,0,6.543463,-3.5285769,
G0151760.JPG,0,1,-4.978521,8.046326,
G0151761.JPG,0,0,27.782974,-27.6993,
G0151762.JPG,0,0,23.015982,-21.185333,
G0151763.JPG,0,0,15.892936,-12.597825,
G0151764.JPG,0,0,28.65552,-27.69619,
G0151765.JPG,0,0,14.161368,-11.134069,
G0151766.JPG,0,1,-2.8399992,6.382549,
G0151767.JPG,1,1,-1.8169302,5.4784813,
G0151768.JPG,0,0,11.269269,-8.411674,
G0151769.JPG,0,0,18.677633,-16.80005,
G0151770.JPG,0,0,23.720125,-22.152672,
G0151771.JPG,0,0,26.46378,-24.522827,
G0151772.JPG,0,0,21.993876,-19.865757,
G0151773.JPG,0,0,16.689455,-14.232161,
G0151774.JPG,1,1,-2.6300442,6.043942,
G0151775.JPG,0,1,1.9659288,2.1221058,
G0151776.JPG,0,0,15.541997,-13.891802,
G0151777.JPG,0,0,21.745182,-20.670622,
G0151778.JPG,0,0,20.263556,-18.52351,
G0151779.JPG,0,0,20.242073,-17.987993,
G0151780.JPG,0,0,23.886126,-22.957394,
G0151781.JPG,1,0,7.287817,-3.9865859,
G0151782.JPG,0,0,6.556701,-3.3341975,
G0151783.JPG,0,0,23.556074,-23.232584,
G0151784.JPG,0,0,26.505344,-26.155056,
G0151785.JPG,0,0,32.10238,-31.952692,
G0151786.JPG,0,0,24.57801,-22.79961,
G0151787.JPG,0,0,15.731556,-13.019065,
G0151788.JPG,0,0,7.9774966,-4.750989,
G0151789.JPG,1,1,0.43291602,3.1960795,
G0151790.JPG,0,0,10.019581,-8.031056,
G0151791.JPG,0,0,19.678183,-18.144552,
G0151792.JPG,0,0,28.254623,-27.282694,
G0151793.JPG,0,0,19.90148,-17.813936,
G0151794.JPG,0,0,22.949892,-21.572008,
G0151795.JPG,0,0,2.9976687,0.15360942,
G0151796.JPG,1,1,0.37328765,3.134191,
G0151797.JPG,0,0,5.15581,-2.2518737,
G0151798.JPG,0,0,15.083501,-13.180735,
G0151799.JPG,0,0,26.090834,-24.995556,
G0151800.JPG,0,0,19.573416,-17.216068,
G0151801.JPG,0,0,14.845265,-12.5066395,
G0151802.JPG,0,0,9.572265,-6.3446093,
G0151803.JPG,1,1,-3.433025,6.8577657,
G0151804.JPG,0,0,13.623935,-11.539022,
G0151805.JPG,0,0,10.144351,-8.479423,
G0151806.JPG,0,0,23.73465,-22.622543,
G0151807.JPG,0,0,27.965193,-27.57516,
G0151808.JPG,0,0,24.432785,-23.257788,
G0151809.JPG,0,0,21.039421,-19.463497,
G0151810.JPG,0,0,4.899767,-1.8843696,
G0151811.JPG,1,1,0.76130486,2.617029,
G0151812.JPG,0,0,14.321667,-11.6396675,
G0151813.JPG,0,0,22.019041,-21.335857,
G0151814.JPG,0,0,25.969397,-24.919367,
G0151815.JPG,0,0,22.11443,-20.723103,
G0151816.JPG,0,0,13.578988,-10.580269,
G0151817.JPG,0,1,0.82508636,2.9793656,
G0151818.JPG,1,1,-0.730977,4.2974873,
G0151819.JPG,0,0,17.534922,-15.797384,
G0151820.JPG,0,0,17.653522,-15.952122,
G0151821.JPG,0,0,13.527448,-11.47693,
G0151822.JPG,0,0,24.79457,-23.119831,
G0151823.JPG,0,0,19.487839,-17.249512,
G0151824.JPG,0,0,8.131756,-4.7575426,
G0151825.JPG,0,1,-4.5758924,7.063875,
G0151826.JPG,1,1,0.898231,2.7233493,
G0151827.JPG,0,0,20.17704,-19.640219,
G0151828.JPG,0,0,21.892792,-20.773817,
G0151829.JPG,0,0,19.98106,-17.82816,
G0151830.JPG,0,0,27.933718,-26.789524,
G0151831.JPG,0,0,18.730253,-16.653633,
G0151832.JPG,0,0,3.7513003,-0.49486083,
G0151833.JPG,1,1,-0.74980104,4.3442163,
G0151834.JPG,0,0,15.924861,-14.610438,
G0151835.JPG,0,0,21.254446,-20.621805,
G0151836.JPG,0,0,19.595272,-18.021938,
G0151837.JPG,0,0,19.85837,-17.622013,
G0151838.JPG,0,0,6.4880233,-3.6860383,
G0151839.JPG,0,1,-3.773415,6.866245,
G0151840.JPG,1,1,-5.503402,9.207821,
G0151841.JPG,0,0,17.314457,-15.294031,
G0151842.JPG,0,0,21.296001,-20.41524,
G0151843.JPG,0,0,23.803768,-23.362066,
G0151844.JPG,0,0,26.769577,-26.524637,
G0151845.JPG,0,0,17.763428,-15.237271,
G0151846.JPG,0,0,1.9491193,1.8301795,
G0151847.JPG,1,1,-0.14796966,3.693749,
G0151848.JPG,0,0,8.88669,-6.8103485,
G0151849.JPG,0,0,12.829744,-11.547823,
G0151850.JPG,0,0,21.676754,-19.316828,
G0151851.JPG,0,0,24.18953,-22.40382,
G0151852.JPG,0,0,26.16351,-24.844584,
G0151853.JPG,0,0,7.858974,-5.0288568,
G0151854.JPG,1,1,1.1451513,2.137919,
G0151855.JPG,0,1,0.29743224,3.1601427,
G0151856.JPG,0,0,16.913792,-15.009988,
G0151857.JPG,0,0,27.040087,-26.804695,
G0151858.JPG,0,0,19.170439,-16.652006,
G0151859.JPG,0,0,20.562458,-18.537792,
G0151860.JPG,0,0,18.813177,-16.199148,
G0151861.JPG,0,0,7.9043293,-4.775663,
G0151862.JPG,1,1,0.34633815,3.1295738,
G0151863.JPG,0,0,9.971563,-7.465274,
G0151864.JPG,0,0,23.88596,-22.187078,
G0151865.JPG,0,0,5.2052646,-1.4681017,
G0151866.JPG,0,0,22.675753,-20.667728,
G0151867.JPG,0,0,18.694231,-16.141893,
G0151868.JPG,0,0,5.6657887,-2.5624454,
G0151869.JPG,1,1,-2.5575724,6.01244,
G0151870.JPG,0,0,3.246808,0.24409723,
G0151871.JPG,0,0,23.57084,-22.839529,
G0151872.JPG,0,0,21.465147,-19.735462,
G0151873.JPG,0,0,25.250008,-24.165237,
G0151874.JPG,0,0,19.31619,-17.36647,
G0151875.JPG,0,0,12.460787,-9.361796,
G0151876.JPG,1,0,3.2881052,0.10106856,
G0151877.JPG,0,1,1.2517219,2.0948071,
G0151878.JPG,0,0,17.68868,-16.833403,
G0151879.JPG,0,0,17.62714,-15.815395,
G0151880.JPG,0,0,26.275497,-24.672745,
G0151881.JPG,0,0,19.464485,-17.129148,
G0151882.JPG,0,0,9.466729,-6.5148807,
G0151883.JPG,1,1,1.2042129,2.3476346,
G0151884.JPG,0,1,-0.23304749,3.9753783,
G0151885.JPG,0,0,13.487202,-11.124001,
G0151886.JPG,0,0,20.968443,-20.468105,
G0151887.JPG,0,0,19.210737,-17.739368,
G0151888.JPG,0,0,20.327213,-18.425161,
G0151889.JPG,0,0,25.075966,-23.813837,
G0151890.JPG,0,0,5.836964,-2.2622762,
G0151891.JPG,1,1,-2.2229817,5.424905,
G0151892.JPG,0,0,9.904632,-7.575615,
G0151893.JPG,0,0,26.862906,-27.01237,
G0151894.JPG,0,0,21.65651,-20.357016,
G0151895.JPG,0,0,18.390053,-16.968975,
G0151896.JPG,0,0,19.873722,-17.773073,
G0151897.JPG,0,0,11.701466,-9.211879,
G0151898.JPG,1,1,-1.1595578,4.6385093,
G0151899.JPG,0,0,6.570321,-3.479486,
G0151900.JPG,0,0,23.846403,-22.707205,
G0151901.JPG,0,0,16.493189,-14.258523,
G0151902.JPG,0,0,29.682364,-29.044785,
G0151903.JPG,0,0,23.815266,-22.288567,
G0151904.JPG,0,0,15.800668,-13.13186,
G0151905.JPG,1,0,2.4694583,1.1451879,
G0151906.JPG,0,1,-0.4208073,3.7107027,
G0151907.JPG,0,0,18.172865,-16.462868,
G0151908.JPG,0,0,16.045023,-12.766517,
G0151909.JPG,0,0,19.03681,-17.099344,
G0151910.JPG,0,0,21.309313,-18.887188,
G0151911.JPG,0,0,15.434302,-11.963031,
G0151912.JPG,0,1,-0.6009877,3.8097832,
G0151913.JPG,1,1,-0.66686916,4.1515336,
G0151914.JPG,0,0,10.765684,-8.49017,
G0151915.JPG,0,0,20.536572,-19.460594,
G0151916.JPG,0,0,31.924858,-31.72262,
G0151917.JPG,0,0,22.184267,-19.91034,
G0151918.JPG,0,0,18.360386,-15.922369,
G0151919.JPG,0,0,11.730507,-8.714881,
G0151920.JPG,1,1,-3.7885997,7.545081,
G0151921.JPG,0,0,12.525201,-10.582633,
G0151922.JPG,0,0,22.121372,-21.69022,
G0151923.JPG,0,0,26.424917,-26.066261,
G0151924.JPG,0,0,19.356852,-17.514376,
G0151925.JPG,0,0,16.267673,-14.011347,
G0151926.JPG,0,0,10.900537,-8.142566,
G0151927.JPG,0,1,-1.97857,5.4995317,
G0151928.JPG,1,0,5.904297,-2.7040412,
G0151929.JPG,0,0,25.567533,-25.859291,
G0151930.JPG,0,0,26.917194,-26.144032,
G0151931.JPG,0,0,31.227215,-30.975863,
G0151932.JPG,0,0,23.194658,-21.672445,
G0151933.JPG,0,0,13.843869,-10.917969,
G0151934.JPG,0,0,6.005985,-2.6618083,
G0151935.JPG,1,1,-1.9828107,5.720122,
G0151936.JPG,0,0,16.047546,-14.36869,
G0151937.JPG,0,0,21.287813,-19.059637,
G0151938.JPG,0,0,27.45593,-26.664133,
G0151939.JPG,0,0,19.638464,-17.170588,
G0151940.JPG,0,0,17.376139,-15.000094,
G0151941.JPG,0,0,3.4946122,-0.65253544,
G0151942.JPG,1,1,-6.2255692,9.788459,
G0151943.JPG,0,0,8.685837,-5.9343433,
G0151944.JPG,0,0,28.952343,-29.259258,
G0151945.JPG,0,0,29.53551,-29.25237,
G0151946.JPG,0,0,27.527596,-27.228725,
G0151947.JPG,0,0,26.520065,-25.189793,
G0151948.JPG,0,0,11.638116,-8.79512,
G0151949.JPG,1,1,-7.4739923,10.227487,
G0151950.JPG,0,0,6.06665,-2.9592369,
G0151951.JPG,0,0,19.217813,-18.434519,
G0151952.JPG,0,0,31.615181,-31.271202,
G0151953.JPG,0,0,23.825216,-21.626774,
G0151954.JPG,0,0,18.06576,-15.290386,
G0151955.JPG,0,0,14.77284,-12.529167,
G0151956.JPG,1,0,5.241006,-2.1783915,
G0151957.JPG,0,1,-4.3453445,7.6789293,
G0151958.JPG,0,0,17.20727,-15.347916,
G0151959.JPG,0,0,22.876661,-22.227509,
G0151960.JPG,0,0,25.654078,-24.759119,
G0151961.JPG,0,0,30.865183,-30.995752,
G0151962.JPG,0,0,22.61301,-20.883553,
G0151963.JPG,1,0,10.231462,-7.6613445,
G0151964.JPG,0,1,-0.13136372,3.4320376,
G0151965.JPG,0,0,5.208352,-1.5049675,
G0151966.JPG,0,0,21.791882,-20.84835,
G0151967.JPG,0,0,18.422216,-15.748529,
G0151968.JPG,0,0,20.519506,-18.209705,
G0151969.JPG,0,0,16.181658,-13.240129,
G0151970.JPG,1,0,1.7766427,1.1272802,
G0151971.JPG,0,0,9.485188,-6.6409063,
G0151972.JPG,0,0,6.446835,-3.0647252,
G0151973.JPG,0,0,13.545205,-11.382347,
G0151974.JPG,0,0,19.200834,-17.314384,
G0151975.JPG,0,0,22.383501,-20.572672,
G0151976.JPG,0,0,20.560596,-18.480278,
G0151977.JPG,0,0,8.317859,-4.8529778,
G0151978.JPG,1,1,0.87196195,2.6004477,
G0151979.JPG,0,0,5.4224796,-2.188343,
G0151980.JPG,0,0,13.945093,-12.367662,
G0151981.JPG,0,0,22.601637,-21.56652,
G0151982.JPG,0,0,24.361168,-23.164999,
G0151983.JPG,0,0,21.924807,-19.837986,
G0151984.JPG,0,0,13.60444,-10.551523,
G0151985.JPG,1,0,11.355787,-8.819948,
G0151986.JPG,0,1,-12.858211,15.825447,
G0151987.JPG,0,0,18.37856,-16.316153,
G0151988.JPG,0,0,26.811615,-26.466671,
G0151989.JPG,0,0,17.981882,-15.764582,
G0151990.JPG,0,0,21.160046,-18.779573,
