name,target,predicted,0_prob,1_prob
G0733247.JPG,0,0,6.707002,-3.7162151,
G0733248.JPG,0,0,8.759314,-5.6486216,
G0733249.JPG,0,0,9.444901,-6.652643,
G0733250.JPG,0,0,21.530308,-19.314503,
G0733251.JPG,0,0,20.637674,-18.547098,
G0733252.JPG,0,0,18.834429,-16.10131,
G0733253.JPG,0,0,13.433946,-10.29514,
G0733254.JPG,0,0,9.472995,-6.51969,
G0733255.JPG,1,1,-10.227242,14.042491,
G0733256.JPG,0,0,16.234707,-13.721377,
G0733257.JPG,0,0,28.174078,-27.057686,
G0733258.JPG,0,0,30.82548,-29.727453,
G0733259.JPG,0,0,28.031422,-26.55052,
G0733260.JPG,0,0,22.592266,-21.085552,
G0733261.JPG,0,0,4.9030533,-1.487926,
G0733262.JPG,1,1,-4.9249644,8.799361,
G0733263.JPG,0,0,15.531801,-13.627512,
G0733264.JPG,0,0,17.924118,-14.509885,
G0733265.JPG,0,0,25.061316,-23.2618,
G0733266.JPG,0,0,25.114666,-23.442398,
G0733267.JPG,0,0,12.094239,-8.7882185,
G0733268.JPG,1,1,-4.300259,7.9936333,
G0733269.JPG,0,0,5.940612,-2.2935944,
G0733270.JPG,0,0,12.823209,-9.629983,
G0733271.JPG,0,0,22.776072,-21.516684,
G0733272.JPG,0,0,24.24888,-22.189775,
G0733273.JPG,0,0,23.694387,-21.377033,
G0733274.JPG,0,0,13.742093,-11.270848,
G0733275.JPG,1,1,-6.130093,9.689266,
G0733276.JPG,0,0,19.008635,-16.939404,
G0733277.JPG,0,0,27.653345,-26.882097,
G0733278.JPG,0,0,26.898874,-25.566664,
G0733279.JPG,0,0,31.130026,-30.162296,
G0733280.JPG,0,0,23.525509,-21.835209,
G0733281.JPG,0,0,10.758441,-7.976179,
G0733282.JPG,1,1,-9.803486,13.842607,
G0733283.JPG,0,0,15.272847,-13.443143,
G0733284.JPG,0,0,20.43852,-19.119667,
G0733285.JPG,0,0,32.679745,-32.44658,
G0733286.JPG,0,0,24.947603,-23.209307,
G0733287.JPG,0,0,14.317207,-11.177039,
G0733288.JPG,0,0,14.109557,-11.41399,
G0733289.JPG,1,1,-3.562009,7.396882,
G0733290.JPG,0,0,13.450543,-11.226637,
G0733291.JPG,0,0,19.705381,-17.67927,
G0733292.JPG,0,0,19.219662,-16.725412,
G0733293.JPG,0,0,13.684353,-10.469648,
G0733294.JPG,0,0,13.774184,-10.974335,
G0733295.JPG,1,1,-7.5272555,11.308552,
G0733296.JPG,0,0,11.621601,-8.554654,
G0733297.JPG,0,0,21.001963,-19.830914,
G0733298.JPG,0,0,28.475758,-26.540792,
G0733299.JPG,0,0,26.258554,-24.665596,
G0733300.JPG,0,0,29.376108,-28.997614,
G0733301.JPG,0,0,13.893019,-11.3562565,
G0733302.JPG,1,1,-8.229067,12.059362,
G0733303.JPG,0,0,14.918693,-12.994002,
G0733304.JPG,0,0,30.940413,-30.317904,
G0733305.JPG,0,0,17.74357,-14.758952,
G0733306.JPG,0,0,19.213642,-16.45461,
G0733307.JPG,0,0,20.243006,-17.73396,
G0733308.JPG,1,1,1.2099689,1.9693615,
G0733309.JPG,0,0,2.679099,0.5322535,
G0733310.JPG,0,0,24.24882,-23.654804,
G0733311.JPG,0,0,23.982132,-22.041782,
G0733312.JPG,0,0,16.609814,-13.36736,
G0733313.JPG,0,0,23.783083,-21.332624,
G0733314.JPG,0,0,24.313473,-22.69571,
G0733315.JPG,0,0,13.837387,-11.452021,
G0733316.JPG,1,1,-9.669771,13.420621,
G0733317.JPG,0,0,20.111076,-18.03144,
G0733318.JPG,0,0,27.71351,-26.353014,
G0733319.JPG,0,0,26.722511,-24.84661,
G0733320.JPG,0,0,20.067865,-17.6131,
G0733321.JPG,0,0,22.15468,-19.902182,
G0733322.JPG,0,0,9.942498,-6.70717,
G0733323.JPG,1,1,-6.711403,10.394737,
G0733324.JPG,0,0,18.670473,-17.58199,
G0733325.JPG,0,0,24.291466,-24.353067,
G0733326.JPG,0,0,25.966846,-24.313557,
G0733327.JPG,0,0,23.651287,-21.414145,
G0733328.JPG,0,0,24.138346,-23.011877,
G0733329.JPG,1,1,-4.890655,8.669479,
G0733330.JPG,0,1,-1.0106549,4.4544373,
G0733331.JPG,0,0,28.749142,-29.187159,
G0733332.JPG,0,0,19.491394,-17.281929,
G0733333.JPG,0,0,15.801803,-13.1432705,
G0733334.JPG,0,0,23.695831,-21.509415,
G0733335.JPG,0,0,7.9210043,-4.734654,
G0733336.JPG,1,1,-8.78476,12.785163,
G0733337.JPG,0,0,20.534628,-19.765987,
G0733338.JPG,0,0,27.210024,-27.235485,
G0733339.JPG,0,0,32.052105,-30.882814,
G0733340.JPG,0,0,25.533749,-23.512028,
G0733341.JPG,0,0,18.253492,-16.245718,
G0733342.JPG,0,0,6.39961,-3.4987113,
G0733343.JPG,1,1,-6.925129,10.575765,
G0733344.JPG,0,0,21.340757,-20.023119,
G0733345.JPG,0,0,28.07192,-26.594856,
G0733346.JPG,0,0,24.973682,-22.751062,
G0733347.JPG,0,0,24.747353,-22.918259,
G0733348.JPG,0,0,12.700844,-9.8745,
G0733349.JPG,1,1,-3.7658389,7.501027,
G0733350.JPG,0,0,9.741015,-6.668456,
G0733351.JPG,0,0,21.39984,-19.436888,
G0733352.JPG,0,0,30.760042,-30.475166,
G0733353.JPG,0,0,21.673573,-19.187729,
G0733354.JPG,0,0,26.293558,-24.244686,
G0733355.JPG,0,0,11.566864,-7.6989365,
G0733356.JPG,1,1,-5.4377246,9.307938,
G0733357.JPG,0,0,2.579755,0.80034894,
G0733358.JPG,0,0,29.188353,-29.692987,
G0733359.JPG,0,0,25.35522,-23.580822,
G0733360.JPG,0,0,22.349257,-20.364222,
G0733361.JPG,0,0,18.379784,-15.544449,
G0733362.JPG,0,0,13.635759,-10.915012,
G0733363.JPG,1,1,-8.245619,11.859643,
G0733364.JPG,0,0,10.868811,-8.201918,
G0733365.JPG,0,0,24.620317,-24.063526,
G0733366.JPG,0,0,29.928967,-29.622908,
G0733367.JPG,0,0,25.597288,-23.995344,
G0733368.JPG,0,0,25.533213,-24.200466,
G0733369.JPG,0,0,7.994118,-5.1501365,
G0733370.JPG,1,1,-11.058757,14.667527,
G0733371.JPG,0,0,11.785652,-9.412708,
G0733372.JPG,0,0,20.995869,-19.844059,
G0733373.JPG,0,0,21.738407,-19.642828,
G0733374.JPG,0,0,20.713316,-18.329906,
G0733375.JPG,0,0,21.845793,-19.390512,
G0733376.JPG,0,0,13.991412,-11.143767,
G0733377.JPG,1,1,-5.1193233,8.848466,
G0733378.JPG,0,0,16.382162,-14.9153805,
G0733379.JPG,0,0,23.159328,-22.604265,
G0733380.JPG,0,0,22.717443,-20.372177,
G0733381.JPG,0,0,25.55958,-23.640905,
G0733382.JPG,0,0,18.808264,-16.395071,
G0733383.JPG,0,0,3.9670074,-0.80348116,
G0733384.JPG,1,1,0.35681662,3.3443227,
G0733385.JPG,0,0,16.324696,-15.021633,
G0733386.JPG,0,0,25.93236,-24.551014,
G0733387.JPG,0,0,16.71839,-13.955045,
G0733388.JPG,0,0,16.557705,-14.011234,
G0733389.JPG,0,0,20.762245,-18.908056,
G0733390.JPG,1,1,-8.697051,12.595236,
G0733391.JPG,0,0,18.722055,-17.11398,
G0733392.JPG,0,0,25.703945,-24.843767,
G0733393.JPG,0,0,29.875875,-28.51767,
G0733394.JPG,0,0,24.216642,-22.180346,
G0733395.JPG,0,0,25.669495,-24.008282,
G0733396.JPG,0,0,12.633929,-9.875526,
G0733397.JPG,1,1,-9.458559,13.08307,
G0733398.JPG,0,0,15.646287,-13.334543,
G0733399.JPG,0,0,23.021433,-21.340456,
G0733400.JPG,0,0,27.655788,-26.3352,
G0733401.JPG,0,0,20.45704,-18.196222,
G0733402.JPG,0,0,23.775164,-22.041136,
G0733403.JPG,1,1,-3.7662923,7.619491,
G0733404.JPG,0,1,-1.2287071,5.0931597,
G0733405.JPG,0,0,25.524363,-24.933596,
G0733406.JPG,0,0,26.618895,-25.078918,
G0733407.JPG,0,0,28.085648,-26.32346,
G0733408.JPG,0,0,23.616175,-21.671114,
G0733409.JPG,0,0,17.714844,-15.12147,
G0733410.JPG,1,1,-0.22375034,3.672738,
G0733411.JPG,0,1,-0.6385134,4.2429633,
G0733412.JPG,0,0,23.0649,-22.215322,
G0733413.JPG,0,0,24.62858,-23.854553,
G0733414.JPG,0,0,20.363388,-18.199623,
G0733415.JPG,0,0,24.596416,-22.701296,
G0733416.JPG,0,0,16.504793,-13.920521,
G0733417.JPG,1,1,-7.6698275,10.873627,
G0733418.JPG,0,0,19.737747,-18.020159,
G0733419.JPG,0,0,30.834846,-30.280996,
G0733420.JPG,0,0,35.66719,-34.902557,
G0733421.JPG,0,0,27.681952,-26.815935,
G0733422.JPG,0,0,24.372894,-22.617825,
G0733423.JPG,0,0,15.760678,-13.898112,
G0733424.JPG,1,1,-4.605013,8.105728,
G0733425.JPG,0,0,8.7798815,-6.523372,
G0733426.JPG,0,0,24.709122,-23.510063,
G0733427.JPG,0,0,24.727339,-22.85849,
G0733428.JPG,0,0,17.985226,-15.369086,
G0733429.JPG,0,0,22.321611,-20.727491,
G0733430.JPG,1,0,4.0524063,-0.8738373,
G0733431.JPG,0,1,0.05095919,3.508917,
G0733432.JPG,0,0,19.250996,-17.28755,
G0733433.JPG,0,0,28.446507,-26.968367,
