name,predicted,target,softmax_0,softmax_1
G0581747.JPG,0,0,1.0,4.866638965387852e-18
G0592181.JPG,0,0,1.0,1.5894096799194115e-17
G0592134.JPG,0,0,1.0,5.119277779463971e-10
G0581725.JPG,0,0,1.0,2.592109812824515e-16
G0581959.JPG,0,0,1.0,5.208306985673979e-27
G0592045.JPG,0,0,1.0,1.4442579847922968e-15
G0581853.JPG,1,1,0.05038371682167053,0.9496162533760071
G0582017.JPG,0,0,1.0,2.297878459155509e-21
G0592150.JPG,0,0,1.0,8.510426953474838e-16
G0581827.JPG,0,0,1.0,1.7892594275879792e-16
G0581856.JPG,0,0,1.0,1.2703099140331555e-24
G0581869.JPG,0,0,1.0,1.7650483308233074e-19
G0581858.JPG,0,0,1.0,1.6288911152870035e-23
G0592049.JPG,0,0,1.0,1.6594567517000391e-12
G0592176.JPG,0,0,0.999825656414032,0.0001743846369208768
G0581830.JPG,1,0,0.08811434358358383,0.911885678768158
G0581927.JPG,0,0,0.9998575448989868,0.00014245875354390591
G0592047.JPG,0,0,1.0,7.209487843330475e-17
G0592200.JPG,0,0,1.0,1.7758639610926386e-12
G0581947.JPG,0,0,1.0,4.619357819059705e-20
G0581740.JPG,0,0,1.0,5.200135588476175e-24
G0581770.JPG,0,0,1.0,6.418141192121585e-12
G0581702.JPG,0,0,1.0,6.531321766720956e-16
G0581713.JPG,0,0,1.0,9.059677791885804e-17
G0581593.JPG,1,1,4.403098774474756e-09,1.0
G0592272.JPG,0,0,0.8757330179214478,0.12426698952913284
G0582032.JPG,0,0,1.0,1.2204923114629913e-20
G0581948.JPG,0,0,1.0,7.559329162631911e-09
G0581697.JPG,1,0,0.04518967866897583,0.9548102617263794
G0592077.JPG,0,0,1.0,6.022350396150955e-10
G0581867.JPG,1,1,0.0009212379227392375,0.9990787506103516
G0581966.JPG,0,0,1.0,3.263926056008711e-21
G0592042.JPG,0,0,1.0,3.0183017458946864e-15
G0592040.JPG,0,0,0.9999971389770508,2.823326894940692e-06
G0581569.JPG,0,1,0.9999425411224365,5.7404558901907876e-05
G0581685.JPG,0,0,1.0,5.492867654499092e-20
G0582005.JPG,0,0,1.0,1.3805111279755847e-20
G0592152.JPG,0,0,1.0,1.3434368111318594e-22
G0581739.JPG,0,0,1.0,2.289671801581153e-20
G0581760.JPG,0,0,1.0,5.4087542956807524e-15
G0581711.JPG,1,1,1.3924002928433765e-07,0.9999998807907104
G0592088.JPG,1,1,2.0007165346669353e-07,0.9999997615814209
G0581622.JPG,0,0,0.9999986886978149,1.295496872444346e-06
G0582001.JPG,0,0,0.9999992847442627,7.593985742460063e-07
G0581765.JPG,0,0,1.0,1.2819584283008112e-10
G0581624.JPG,0,0,1.0,7.052792052632262e-13
G0592255.JPG,0,0,1.0,8.011888895376185e-12
G0592239.JPG,0,0,1.0,1.0659391772027682e-11
G0581803.JPG,0,0,1.0,9.3700851385662e-15
G0581902.JPG,0,0,1.0,1.389178058751322e-23
G0582034.JPG,0,0,1.0,4.495943764136501e-19
G0581602.JPG,0,0,1.0,4.8005816749368494e-15
G0582015.JPG,1,1,1.061447392203263e-07,0.9999998807907104
G0592215.JPG,0,0,1.0,1.040546348493902e-14
G0592194.JPG,0,0,1.0,1.2746510932252347e-14
G0592217.JPG,0,0,1.0,7.416202811648103e-20
G0592279.JPG,0,0,1.0,2.0227939603271322e-14
G0581576.JPG,0,0,1.0,2.276457944705304e-22
G0592233.JPG,0,0,1.0,5.10634037141984e-20
G0581846.JPG,1,0,0.08610343933105469,0.9138965606689453
G0581787.JPG,0,0,0.9999288320541382,7.113027822924778e-05
G0592098.JPG,0,0,1.0,7.712018840790901e-26
G0581658.JPG,0,0,1.0,6.829954878978485e-15
G0592106.JPG,0,0,1.0,4.964949892188875e-12
G0581706.JPG,0,0,1.0,4.843344056236479e-24
G0581672.JPG,0,0,1.0,7.105928271710184e-16
G0581935.JPG,0,0,1.0,4.094354022488034e-11
G0581841.JPG,0,0,1.0,1.5455330139450602e-20
G0581761.JPG,0,0,1.0,1.2982713862297324e-12
G0581941.JPG,1,1,3.960865768704025e-08,1.0
G0581661.JPG,0,0,1.0,7.686619517285352e-17
G0592212.JPG,0,0,1.0,7.786782155914909e-18
G0581874.JPG,0,0,1.0,2.5979259975911217e-12
G0581625.JPG,0,0,1.0,1.1029379102950585e-21
G0581983.JPG,0,0,1.0,1.502219549400402e-16
G0582030.JPG,1,1,3.150808325358412e-08,1.0
G0581793.JPG,1,1,2.0315063011366874e-05,0.9999797344207764
G0581951.JPG,0,0,1.0,4.784445409300453e-12
G0592055.JPG,0,0,1.0,3.279966291698529e-20
G0592141.JPG,0,0,1.0,2.3993537733892067e-13
G0581709.JPG,0,0,1.0,3.5994498793109866e-22
G0592221.JPG,1,1,2.5353031674058e-07,0.9999997615814209
G0581967.JPG,0,0,1.0,1.9614602993224924e-18
G0581854.JPG,0,0,1.0,2.6434404795314115e-13
G0592091.JPG,0,0,1.0,5.822490727548377e-19
G0592169.JPG,1,1,1.5882744008877125e-08,1.0
G0581688.JPG,0,0,1.0,2.7411060088411432e-08
G0582028.JPG,0,0,1.0,3.8021143598498243e-20
G0581863.JPG,0,0,1.0,6.745925098335757e-24
G0592050.JPG,1,1,6.995174572921314e-08,0.9999998807907104
G0592219.JPG,0,0,1.0,2.1424196852910706e-23
G0581834.JPG,0,0,1.0,1.365992696331371e-16
G0581816.JPG,1,1,0.00022329432249534875,0.9997766613960266
G0581812.JPG,0,0,1.0,6.895659575616663e-24
G0592198.JPG,0,0,1.0,5.706201289257251e-09
G0592085.JPG,0,0,1.0,1.7799544000854763e-15
G0592146.JPG,0,0,1.0,4.2500508320997277e-13
G0592079.JPG,0,0,1.0,8.343394308774066e-10
G0581628.JPG,0,0,1.0,1.7254186246637747e-18
G0592157.JPG,0,0,1.0,1.6429229974450662e-19
G0592102.JPG,0,0,0.9999995231628418,4.820895469492825e-07
