name,predicted,target,softmax_0,softmax_1
G0556999.JPG,0,0,1.0,1.4546822635352896e-09
G0556988.JPG,0,0,0.878548800945282,0.121451236307621
G0556986.JPG,0,0,1.0,2.3435827931073128e-11
G0556815.JPG,0,0,1.0,9.527180918074442e-18
G0556822.JPG,0,0,1.0,1.1688637773080618e-16
G0556876.JPG,0,0,0.8317212462425232,0.1682787835597992
G0556911.JPG,0,0,1.0,1.4147373322750262e-13
G0556915.JPG,0,0,1.0,6.879919234954648e-17
G0556868.JPG,0,0,0.9852491021156311,0.014750863425433636
G0556806.JPG,1,1,9.480328299105167e-05,0.9999052286148071
G0556912.JPG,0,0,0.9998420476913452,0.00015792461636010557
G0556982.JPG,1,0,0.4906500577926636,0.5093499422073364
G0556939.JPG,0,0,0.5576313734054565,0.44236865639686584
G0556861.JPG,0,0,1.0,3.0565192304238264e-12
G0556937.JPG,0,0,0.9999996423721313,3.2732310728533776e-07
G0556987.JPG,0,0,1.0,4.709412304571003e-10
G0556875.JPG,1,1,0.00032940259552560747,0.9996706247329712
G0556870.JPG,0,0,0.9890846610069275,0.010915282182395458
G0556864.JPG,0,0,1.0,2.785509956026999e-08
G0556830.JPG,0,0,0.9999998807907104,8.762743419765684e-08
G0557002.JPG,1,1,6.154264701763168e-05,0.9999384880065918
G0556833.JPG,0,0,1.0,2.257261489269774e-14
G0556800.JPG,1,0,0.06166471913456917,0.9383352994918823
G0557013.JPG,0,0,0.9999780654907227,2.1886742615606636e-05
G0556858.JPG,0,0,1.0,5.142314352113431e-10
G0556804.JPG,0,0,1.0,1.527664895591954e-15
G0557007.JPG,0,0,0.9999583959579468,4.165720019955188e-05
G0556785.JPG,0,0,1.0,6.013003983618148e-11
G0557011.JPG,0,0,1.0,3.858216801599923e-10
G0556816.JPG,0,0,1.0,5.999702501442239e-15
G0556900.JPG,1,0,2.9973845812492073e-05,0.9999700784683228
G0556957.JPG,1,1,9.702432726044208e-05,0.9999029636383057
G0556765.JPG,0,0,1.0,3.605511275281935e-14
G0556924.JPG,0,0,1.0,1.628964046984649e-10
G0556971.JPG,0,0,0.9924488067626953,0.007551196031272411
G0556981.JPG,0,0,1.0,1.5688714433484408e-13
G0556803.JPG,0,0,1.0,1.3152729622025312e-22
G0556805.JPG,0,0,0.99184650182724,0.00815349817276001
G0556914.JPG,0,0,0.9998656511306763,0.00013432532432489097
G0556883.JPG,0,0,0.9999850988388062,1.4874992302793544e-05
G0556862.JPG,0,0,0.996978759765625,0.0030212050769478083
G0556814.JPG,0,0,1.0,1.4446326909923384e-15
G0556961.JPG,0,0,1.0,2.272885872567354e-12
G0556935.JPG,0,0,1.0,5.305148401946159e-16
G0556960.JPG,0,0,1.0,2.617484180789109e-11
G0556801.JPG,0,0,1.0,3.2569416608119184e-10
G0556962.JPG,0,0,0.9999998807907104,8.022684738762109e-08
G0556810.JPG,0,0,1.0,1.0474430567689041e-12
G0556836.JPG,0,0,1.0,1.1183008297166452e-08
G0556793.JPG,1,1,2.9293514671735466e-05,0.9999706745147705
G0556931.JPG,0,0,0.9989587068557739,0.0010412356350570917
G0556780.JPG,1,0,0.19291765987873077,0.8070823550224304
G0556955.JPG,0,0,1.0,1.070825806498421e-11
G0556972.JPG,0,0,1.0,3.6422950362691685e-15
G0556917.JPG,0,0,1.0,1.3176339913374215e-21
G0556913.JPG,1,1,1.2976051948498935e-06,0.9999986886978149
G0557009.JPG,0,0,0.9995400905609131,0.0004598787345457822
G0556873.JPG,0,0,1.0,6.729617700069801e-20
G0556867.JPG,0,0,1.0,6.0964534634138224e-18
G0557003.JPG,0,0,0.9999998807907104,1.62602063369377e-07
G0556877.JPG,0,0,1.0,2.6287448780248912e-12
G0556994.JPG,0,0,0.9999978542327881,2.166361355193658e-06
G0556975.JPG,0,0,0.9536420106887817,0.04635798931121826
G0556904.JPG,0,0,1.0,4.936970486089178e-23
G0556856.JPG,1,0,0.00017034439952112734,0.9998296499252319
G0556829.JPG,0,0,1.0,7.686113137993863e-19
G0556969.JPG,0,0,0.862875759601593,0.13712428510189056
G0556799.JPG,1,1,3.1148101697908714e-05,0.9999688863754272
G0556970.JPG,1,1,1.8181275663664564e-05,0.9999817609786987
G0556764.JPG,0,0,1.0,5.549797275385127e-13
G0556997.JPG,0,0,1.0,4.265536257541669e-10
G0556791.JPG,0,0,1.0,1.0614250797735814e-11
G0556849.JPG,0,0,0.9996941089630127,0.0003058795118704438
G0556844.JPG,1,1,1.5586885638185777e-05,0.9999843835830688
G0556950.JPG,0,0,0.9998213648796082,0.00017864172696135938
G0556908.JPG,0,0,0.9999774694442749,2.2574511604034342e-05
G0556998.JPG,0,0,1.0,6.46265200100575e-14
G0556874.JPG,0,0,1.0,4.019996069359877e-08
G0556933.JPG,0,0,0.9993234872817993,0.0006765488651581109
