,name,predicted,target,prob_0,prob_1,softmax_0,softmax_1,naive_based,prob_based,softmax_based
0,G0361084.JPG,0,0,2.961008310317993,1.368330717086792,0.8309924602508545,0.1690075099468231,0,0,0
1,G0361085.JPG,0,0,5.124411106109619,-0.4922197163105011,0.99637633562088,0.0036236944142729,0,0,0
2,G0361086.JPG,0,0,3.212427854537964,0.992773413658142,0.9020006656646729,0.0979993343353271,0,0,0
3,G0361087.JPG,0,0,5.70994234085083,-0.6616077423095703,0.9982934594154358,0.0017065899446606,0,0,0
4,G0361088.JPG,0,0,11.627360343933104,-6.083942890167236,1.0,2.0327245664475413e-08,0,0,0
5,G0361089.JPG,0,0,12.96002197265625,-7.227926731109619,1.0,1.7079906378114627e-09,0,0,0
6,G0361090.JPG,0,0,20.655048370361328,-13.274059295654297,1.0,1.8398216300062258e-15,0,0,0
7,G0361091.JPG,0,0,36.2960090637207,-24.66813850402832,1.0,3.338921959267964e-27,0,0,0
8,G0361092.JPG,0,0,11.752963066101074,-6.372462749481201,1.0,1.3434694245972878e-08,0,0,0
9,G0361093.JPG,1,1,-3.149428606033325,8.602643966674805,7.872930837038439e-06,0.9999921321868896,1,1,1
10,G0361094.JPG,1,0,-3.523042917251587,8.20599365234375,8.056394108280074e-06,0.9999918937683104,0,0,0
11,G0361095.JPG,0,0,21.5318546295166,-13.057673454284668,1.0,9.505155976950688e-16,0,0,0
12,G0361096.JPG,0,0,21.347389221191406,-13.111430168151855,1.0,1.0832394136618317e-15,0,0,0
13,G0361097.JPG,0,0,19.147069931030277,-11.650681495666504,1.0,4.2141119017740855e-14,0,0,0
14,G0361098.JPG,0,0,18.088592529296875,-10.981368064880373,1.0,2.3717892884064784e-13,0,0,0
15,G0361099.JPG,0,0,27.51692008972168,-18.077016830444336,1.0,1.5805374556989714e-20,0,0,0
16,G0361100.JPG,0,0,8.693931579589844,-3.266354560852051,0.9999935626983644,6.393092007783707e-06,0,0,0
17,G0361101.JPG,1,1,-9.078307151794434,15.553749084472656,2.006473806548392e-11,1.0,1,1,1
18,G0361102.JPG,1,0,-0.2073498964309692,5.38337516784668,0.0037184429820626,0.9962815642356871,0,0,0
19,G0361103.JPG,0,0,36.05968475341797,-23.33777236938477,1.0,1.599602685726196e-26,0,0,0
20,G0361104.JPG,0,0,30.44097328186035,-19.679113388061523,1.0,1.7104993439119692e-22,0,0,0
21,G0361105.JPG,0,0,38.743465423583984,-26.09206771850586,1.0,6.954817103849106e-29,0,0,0
22,G0361106.JPG,0,0,25.914203643798828,-16.91166877746582,1.0,2.5174399252802364e-19,0,0,0
23,G0361107.JPG,0,0,16.765657424926758,-10.019651412963867,1.0,2.329636483722197e-12,0,0,0
24,G0361108.JPG,1,1,-0.6507060527801514,5.627434253692627,0.0018733722390607,0.9981266856193542,1,1,1
25,G0361109.JPG,0,0,9.729829788208008,-4.549230575561523,0.9999994039535522,6.290462692959409e-07,0,0,0
26,G0361110.JPG,0,0,30.464807510375977,-19.952850341796875,1.0,1.2702529858859302e-22,0,0,0
27,G0361111.JPG,0,0,27.32819175720215,-17.648269653320312,1.0,2.930691862987427e-20,0,0,0
28,G0361112.JPG,0,0,24.17850875854492,-15.77688980102539,1.0,4.4421261527128825e-18,0,0,0
29,G0361113.JPG,0,0,28.323511123657227,-18.70709991455078,1.0,3.757214285342107e-21,0,0,0
30,G0361114.JPG,0,0,20.00341415405273,-12.18880558013916,1.0,1.0449537150283504e-14,0,0,0
31,G0361115.JPG,0,1,7.564529418945312,-2.857764720916748,0.9999701976776124,2.9760622055619024e-05,0,0,0
32,G0361116.JPG,1,0,-2.9867305755615234,8.055949211120605,1.6003616110538132e-05,0.9999840259552002,1,1,1
33,G0361117.JPG,0,0,18.36266326904297,-11.169761657714844,1.0,1.4935879681481082e-13,0,0,0
34,G0361118.JPG,0,0,34.97187805175781,-23.119050979614254,1.0,5.907869914944741e-26,0,0,0
