name,f1,precision,recall
0.25_2019_NUE_2_2019-07-10_range_2.csv,0.9317269076305222,0.9586776859504132,0.90625
0.25_2020_NUE_2_2020-06-22_range_1.csv,0.6880000000000001,0.6825396825396826,0.6935483870967742
0.25_2019_NUE_1_2019-08-07_range_7.csv,0.746268656716418,0.8064516129032258,0.6944444444444444
0.25_2020_NUE_2_2020-07-06_range_3.csv,0.8403361344537815,0.8771929824561403,0.8064516129032258
0.25_2019_NUE_1_2019-06-27_range_1.csv,0.5876777251184834,0.6019417475728155,0.5740740740740741
0.25_2019_NUE_1_2019-07-17_range_3.csv,0.897196261682243,0.9056603773584906,0.8888888888888888
0.25_2020_NUE_2_2020-06-29_range_2.csv,0.8547008547008547,0.9090909090909091,0.8064516129032258
0.25_2020_NUE_1_2020-06-29_range_7_click_1.csv,0.6728971962616822,0.6792452830188679,0.6666666666666666
0.25_2020_NUE_1_2020-08-05_range_5_click_1.csv,0.7222222222222222,0.7222222222222222,0.7222222222222222
0.25_2020_NUE_2_2020-08-05_range_4.csv,0.819672131147541,0.8333333333333334,0.8064516129032258
0.25_2020_NUE_1_2020-07-06_range_6_click_1.csv,0.8073394495412846,0.8,0.8148148148148148
0.25_2020_NUE_1_2020-06-22_range_8_click_1.csv,0.6727272727272727,0.6607142857142857,0.6851851851851852
0.25_2019_NUE_2_2019-07-17_range_4.csv,0.8629032258064517,0.8916666666666667,0.8359375
0.25_2019_NUE_1_2019-07-10_range_8.csv,0.8796296296296297,0.8796296296296297,0.8796296296296297
0.25_2019_NUE_2_2019-08-07_range_5.csv,0.8925619834710744,0.9473684210526315,0.84375
0.25_2019_NUE_2_2019-06-27_range_6.csv,0.5859375,0.5859375,0.5859375
