name,f1,precision,recall
0.5_2020_NUE_1_2020-06-22_range_8_click_1.csv,0.7130434782608696,0.6721311475409836,0.7592592592592593
0.5_2019_NUE_2_2019-07-17_range_4.csv,0.8360655737704917,0.8793103448275862,0.796875
0.5_2019_NUE_1_2019-07-17_range_3.csv,0.8490566037735849,0.8737864077669902,0.8256880733944955
0.5_2019_NUE_1_2019-06-27_range_1.csv,0.5865384615384615,0.61,0.5648148148148148
0.5_2020_NUE_2_2020-06-29_range_2.csv,0.8717948717948718,0.9272727272727272,0.8225806451612904
0.5_2020_NUE_1_2020-06-29_range_7_click_1.csv,0.6601941747572815,0.6938775510204082,0.6296296296296297
0.5_2020_NUE_2_2020-08-05_range_4.csv,0.8067226890756302,0.8421052631578947,0.7741935483870968
0.5_2019_NUE_2_2019-06-27_range_6.csv,0.5945945945945945,0.5877862595419847,0.6015625
0.5_2020_NUE_1_2020-08-05_range_5_click_1.csv,0.6226415094339622,0.6346153846153846,0.6111111111111112
0.5_2019_NUE_1_2019-07-10_range_8.csv,0.8720379146919431,0.8932038834951457,0.8518518518518519
0.5_2019_NUE_2_2019-08-07_range_5.csv,0.8630705394190871,0.9203539823008849,0.8125
0.5_2020_NUE_1_2020-07-06_range_6_click_1.csv,0.8461538461538461,0.88,0.8148148148148148
0.5_2020_NUE_2_2020-06-22_range_1.csv,0.640625,0.6212121212121212,0.6612903225806451
0.5_2019_NUE_2_2019-07-10_range_2.csv,0.9180327868852458,0.9655172413793104,0.875
0.5_2019_NUE_1_2019-08-07_range_7.csv,0.7300000000000001,0.7934782608695652,0.6759259259259259
0.5_2020_NUE_2_2020-07-06_range_3.csv,0.8688524590163934,0.8833333333333333,0.8548387096774194
