name,target,predicted,prob_based
G0298739.JPG,0,0,0
G0298629.JPG,0,0,0
G0298697.JPG,0,0,0
G0298548.JPG,0,0,0
G0298803.JPG,1,1,1
G0298801.JPG,0,0,0
G0298600.JPG,1,1,0
G0298683.JPG,0,0,0
G0298645.JPG,0,0,0
G0298741.JPG,1,1,1
G0298607.JPG,0,0,0
G0298608.JPG,0,0,0
G0298766.JPG,1,1,1
G0298691.JPG,0,0,0
G0298578.JPG,0,0,0
G0298763.JPG,0,0,0
G0298584.JPG,0,0,0
G0298668.JPG,0,1,1
G0298660.JPG,0,0,0
G0298792.JPG,0,0,0
G0298826.JPG,0,0,0
G0298770.JPG,0,0,0
G0298788.JPG,0,0,0
G0298556.JPG,1,1,0
G0298523.JPG,0,0,0
G0298729.JPG,1,1,0
G0298680.JPG,1,1,1
G0298794.JPG,0,0,0
G0298542.JPG,0,0,0
G0298707.JPG,0,0,0
G0298656.JPG,0,0,0
G0298527.JPG,0,0,0
G0298780.JPG,0,0,0
G0298681.JPG,0,0,0
G0298624.JPG,1,1,1
G0298536.JPG,0,0,0
G0298551.JPG,0,0,0
G0298701.JPG,0,0,0
G0298712.JPG,0,0,0
G0298642.JPG,0,0,0
G0298762.JPG,0,0,0
G0298557.JPG,0,1,1
G0298793.JPG,0,0,0
G0298647.JPG,0,0,0
G0298595.JPG,0,0,0
G0298573.JPG,0,0,0
G0298685.JPG,0,0,0
G0298845.JPG,0,0,0
G0298577.JPG,0,0,0
G0298720.JPG,0,0,0
G0298810.JPG,0,1,1
G0298765.JPG,0,0,0
G0298661.JPG,1,1,0
G0298654.JPG,0,0,0
G0298746.JPG,0,0,0
G0298667.JPG,1,1,0
G0298764.JPG,0,0,0
G0298785.JPG,1,1,1
G0298623.JPG,0,0,0
G0298772.JPG,0,1,0
G0298715.JPG,0,0,0
G0298743.JPG,0,0,0
G0298844.JPG,0,0,0
G0298631.JPG,1,1,0
G0298828.JPG,0,1,1
G0298597.JPG,0,0,0
G0298814.JPG,0,0,0
G0298717.JPG,1,1,0
G0298744.JPG,0,0,0
G0298605.JPG,1,1,0
G0298550.JPG,1,1,1
G0298535.JPG,0,0,0
G0298565.JPG,0,0,0
G0298751.JPG,0,0,0
G0298808.JPG,0,0,0
G0298670.JPG,0,0,0
G0298737.JPG,0,0,0
G0298734.JPG,0,0,0
G0298757.JPG,0,0,0
G0298530.JPG,0,0,0
G0298800.JPG,0,0,0
G0298809.JPG,1,0,0
G0298611.JPG,0,0,0
G0298682.JPG,0,0,0
G0298696.JPG,0,0,0
G0298716.JPG,0,1,1
G0298560.JPG,0,0,0
G0298790.JPG,1,1,0
G0298615.JPG,0,0,0
G0298649.JPG,1,1,1
G0298567.JPG,0,0,0
G0298625.JPG,0,0,0
G0298575.JPG,1,1,1
G0298815.JPG,1,1,0
G0298798.JPG,0,1,0
G0298594.JPG,0,0,0
G0298835.JPG,0,1,1
G0298797.JPG,1,1,0
G0298771.JPG,0,0,0
G0298622.JPG,0,0,0
G0298693.JPG,0,0,0
G0298776.JPG,0,0,0
G0298805.JPG,0,0,0
G0298711.JPG,1,1,1
G0298806.JPG,0,0,0
G0298665.JPG,0,0,0
G0298832.JPG,0,0,0
G0298571.JPG,0,0,0
G0298674.JPG,1,1,1
G0298767.JPG,0,0,0
G0298525.JPG,0,0,0
G0298553.JPG,0,0,0
G0298768.JPG,0,0,0
G0298664.JPG,0,0,0
G0298783.JPG,0,0,0
G0298816.JPG,0,1,1
G0298524.JPG,0,0,0
G0298831.JPG,0,0,0
G0298646.JPG,0,0,0
G0298823.JPG,0,0,0
G0298842.JPG,0,0,0
G0298804.JPG,0,1,1
G0298838.JPG,0,0,0
G0298534.JPG,0,0,0
G0298796.JPG,0,0,0
G0298695.JPG,0,0,0
G0298520.JPG,1,1,0
G0298619.JPG,0,0,0
G0298532.JPG,0,1,1
G0298727.JPG,0,0,0
G0298606.JPG,0,1,0
G0298648.JPG,0,1,1
G0298718.JPG,0,0,0
G0298589.JPG,0,0,0
G0298517.JPG,0,0,0
G0298677.JPG,0,0,0
G0298635.JPG,0,0,0
G0298593.JPG,1,1,1
G0298537.JPG,0,1,0
G0298620.JPG,0,0,0
G0298651.JPG,0,0,0
G0298669.JPG,0,0,0
G0298795.JPG,0,0,0
G0298515.JPG,0,0,0
G0298839.JPG,0,0,0
G0298687.JPG,0,0,0
G0298673.JPG,0,0,0
G0298706.JPG,0,0,0
G0298570.JPG,0,0,0
G0298574.JPG,0,1,0
G0298692.JPG,1,1,0
G0298787.JPG,0,0,0
G0298588.JPG,1,1,1
G0298745.JPG,0,0,0
