name,target,predicted,prob_based
G0237819.JPG,0,0,0
G0237820.JPG,0,0,0
G0237821.JPG,0,0,0
G0237822.JPG,0,0,0
G0237823.JPG,1,1,1
G0237824.JPG,0,1,0
G0237825.JPG,0,0,0
G0237826.JPG,0,0,0
G0237827.JPG,0,0,0
G0237828.JPG,0,0,0
G0237829.JPG,1,1,1
G0237830.JPG,0,1,0
G0237831.JPG,0,0,0
G0237832.JPG,0,0,0
G0237833.JPG,0,0,0
G0237834.JPG,0,0,0
G0237835.JPG,1,0,0
G0237836.JPG,0,1,1
G0237837.JPG,0,0,0
G0237838.JPG,0,0,0
G0237839.JPG,0,0,0
G0237840.JPG,0,0,0
G0237841.JPG,0,0,0
G0237842.JPG,1,1,1
G0237843.JPG,0,0,0
G0237844.JPG,0,0,0
G0237845.JPG,0,0,0
G0237846.JPG,0,0,0
G0237847.JPG,0,0,0
G0237848.JPG,1,1,1
G0237849.JPG,0,0,0
G0237850.JPG,0,0,0
G0237851.JPG,0,0,0
G0237852.JPG,0,0,0
G0237853.JPG,0,0,0
G0237854.JPG,1,1,1
G0237855.JPG,0,0,0
G0237856.JPG,0,0,0
G0237857.JPG,0,0,0
G0237858.JPG,0,0,0
G0237859.JPG,0,0,0
G0237860.JPG,1,1,1
G0237861.JPG,0,0,0
G0237862.JPG,0,0,0
G0237863.JPG,0,0,0
G0237864.JPG,0,0,0
G0237865.JPG,0,0,0
G0237866.JPG,1,1,1
G0237867.JPG,0,0,0
G0237868.JPG,0,0,0
G0237869.JPG,0,0,0
G0237870.JPG,0,0,0
G0237871.JPG,0,0,0
G0237872.JPG,1,1,1
G0237873.JPG,0,0,0
G0237874.JPG,0,0,0
G0237875.JPG,0,0,0
G0237876.JPG,0,0,0
G0237877.JPG,0,0,0
G0237878.JPG,1,1,1
G0237879.JPG,0,0,0
G0237880.JPG,0,0,0
G0237881.JPG,0,0,0
G0237882.JPG,0,0,0
G0237883.JPG,0,0,0
G0237884.JPG,1,0,0
G0237885.JPG,0,1,1
G0237886.JPG,0,0,0
G0237887.JPG,0,0,0
G0237888.JPG,0,0,0
G0237889.JPG,0,0,0
G0237890.JPG,0,0,0
G0237891.JPG,1,1,1
G0237892.JPG,0,0,0
G0237893.JPG,0,0,0
G0237894.JPG,0,0,0
G0237895.JPG,0,0,0
G0237896.JPG,0,0,0
G0237897.JPG,1,1,1
G0237898.JPG,0,0,0
G0237899.JPG,0,0,0
G0237900.JPG,0,0,0
G0237901.JPG,0,0,0
G0237902.JPG,0,0,0
G0237903.JPG,1,1,1
G0237904.JPG,0,1,0
G0237905.JPG,0,0,0
G0237906.JPG,0,0,0
G0237907.JPG,0,0,0
G0237908.JPG,0,0,0
G0237909.JPG,1,1,1
G0237910.JPG,0,0,0
G0237911.JPG,0,0,0
G0237912.JPG,0,0,0
G0237913.JPG,0,0,0
G0237914.JPG,0,0,0
G0237915.JPG,0,1,1
G0237916.JPG,1,1,0
G0237917.JPG,0,0,0
G0237918.JPG,0,0,0
G0237919.JPG,0,0,0
G0237920.JPG,0,0,0
G0237921.JPG,0,1,1
G0237922.JPG,1,0,0
G0237923.JPG,0,0,0
G0237924.JPG,0,0,0
G0237925.JPG,0,0,0
G0237926.JPG,0,0,0
G0237927.JPG,0,0,0
G0237928.JPG,1,1,1
G0237929.JPG,0,0,0
G0237930.JPG,0,0,0
G0237931.JPG,0,0,0
G0237932.JPG,0,0,0
G0237933.JPG,0,0,0
G0237934.JPG,1,1,1
G0237935.JPG,0,0,0
G0237936.JPG,0,0,0
G0237937.JPG,0,0,0
G0237938.JPG,0,0,0
G0237939.JPG,0,0,0
G0237940.JPG,1,1,1
G0237941.JPG,0,0,0
G0237942.JPG,0,0,0
G0237943.JPG,0,0,0
G0237944.JPG,0,0,0
G0237945.JPG,0,0,0
G0237946.JPG,1,1,1
G0237947.JPG,0,0,0
G0237948.JPG,0,0,0
G0237949.JPG,0,0,0
G0237950.JPG,0,0,0
G0237951.JPG,0,0,0
G0237952.JPG,1,1,1
G0237953.JPG,0,0,0
G0237954.JPG,0,0,0
G0237955.JPG,0,0,0
G0237956.JPG,0,0,0
G0237957.JPG,0,0,0
G0237958.JPG,1,1,1
G0237959.JPG,0,0,0
G0237960.JPG,0,0,0
G0237961.JPG,0,0,0
G0237962.JPG,0,0,0
G0237963.JPG,0,0,0
G0237964.JPG,0,1,1
G0237965.JPG,1,1,0
G0237966.JPG,0,0,0
G0237967.JPG,0,0,0
G0237968.JPG,0,0,0
G0237969.JPG,0,0,0
G0237970.JPG,0,1,1
G0237971.JPG,1,1,0
G0237972.JPG,0,0,0
G0237973.JPG,0,0,0
G0237974.JPG,0,0,0
G0237975.JPG,0,0,0
G0237976.JPG,0,1,0
G0237977.JPG,1,1,1
G0237978.JPG,0,0,0
G0237979.JPG,0,0,0
G0237980.JPG,0,0,0
G0237981.JPG,0,0,0
G0237982.JPG,0,0,0
G0237983.JPG,1,1,1
G0237984.JPG,0,0,0
G0237985.JPG,0,0,0
G0237986.JPG,0,0,0
G0237987.JPG,0,0,0
G0237988.JPG,0,1,0
G0237989.JPG,1,1,1
G0237990.JPG,0,0,0
G0237991.JPG,0,0,0
G0237992.JPG,0,0,0
G0237993.JPG,0,0,0
G0237994.JPG,0,0,0
G0237995.JPG,1,1,1
G0237996.JPG,0,0,0
G0237997.JPG,0,0,0
G0237998.JPG,0,0,0
G0237999.JPG,0,0,0
G0238000.JPG,0,0,0
G0238001.JPG,1,1,1
G0238002.JPG,0,0,0
G0238003.JPG,0,0,0
G0238004.JPG,0,0,0
G0238005.JPG,0,0,0
G0238006.JPG,0,0,0
G0238007.JPG,1,1,1
G0238008.JPG,0,0,0
G0238009.JPG,0,0,0
G0238010.JPG,0,0,0
G0238011.JPG,0,0,0
G0238012.JPG,0,1,0
G0238013.JPG,1,1,1
G0238014.JPG,0,0,0
G0238015.JPG,0,0,0
G0238016.JPG,0,0,0
G0238017.JPG,0,0,0
G0238018.JPG,0,0,0
G0238019.JPG,1,1,1
G0238020.JPG,0,0,0
G0238021.JPG,0,0,0
G0238022.JPG,0,0,0
G0238023.JPG,0,0,0
G0238024.JPG,0,0,0
G0238025.JPG,1,1,1
G0238026.JPG,0,0,0
G0238027.JPG,0,0,0
G0238028.JPG,0,0,0
G0238029.JPG,0,0,0
G0238030.JPG,0,0,0
G0238031.JPG,1,1,1
G0238032.JPG,0,0,0
G0238033.JPG,0,0,0
G0238034.JPG,0,0,0
G0238035.JPG,0,0,0
G0238036.JPG,0,0,0
G0238037.JPG,1,1,0
G0238038.JPG,0,1,1
G0238039.JPG,0,0,0
G0238040.JPG,0,0,0
G0238041.JPG,0,0,0
G0238042.JPG,0,0,0
G0238043.JPG,1,0,0
G0238044.JPG,0,1,1
G0238045.JPG,0,0,0
G0238046.JPG,0,0,0
G0238047.JPG,0,0,0
G0238048.JPG,0,0,0
G0238049.JPG,0,0,0
G0238050.JPG,1,1,1
G0238051.JPG,0,0,0
G0238052.JPG,0,0,0
G0238053.JPG,0,0,0
G0238054.JPG,0,0,0
G0238055.JPG,0,0,0
G0238056.JPG,1,1,1
G0238057.JPG,0,0,0
G0238058.JPG,0,0,0
G0238059.JPG,0,0,0
G0238060.JPG,0,0,0
G0238061.JPG,0,0,0
G0238062.JPG,1,1,1
G0238063.JPG,0,0,0
G0238064.JPG,0,0,0
G0238065.JPG,0,0,0
G0238066.JPG,0,0,0
G0238067.JPG,0,0,0
G0238068.JPG,1,1,1
G0238069.JPG,0,0,0
G0238070.JPG,0,0,0
G0238071.JPG,0,0,0
G0238072.JPG,0,0,0
G0238073.JPG,0,0,0
G0238074.JPG,1,1,0
G0238075.JPG,0,1,1
G0238076.JPG,0,0,0
G0238077.JPG,0,0,0
G0238078.JPG,0,0,0
G0238079.JPG,0,0,0
G0238080.JPG,1,1,0
G0238081.JPG,0,1,1
G0238082.JPG,0,0,0
G0238083.JPG,0,0,0
G0238084.JPG,0,0,0
G0238085.JPG,0,0,0
G0238086.JPG,1,1,0
G0238087.JPG,0,1,1
G0238088.JPG,0,0,0
G0238089.JPG,0,0,0
G0238090.JPG,0,0,0
G0238091.JPG,0,0,0
G0238092.JPG,1,0,0
G0238093.JPG,0,1,1
G0238094.JPG,0,0,0
G0238095.JPG,0,0,0
G0238096.JPG,0,0,0
G0238097.JPG,0,0,0
G0238098.JPG,0,0,0
G0238099.JPG,1,1,1
G0238100.JPG,0,0,0
G0238101.JPG,0,0,0
G0238102.JPG,0,0,0
G0238103.JPG,0,0,0
G0238104.JPG,0,0,0
G0238105.JPG,1,1,1
G0238106.JPG,0,0,0
G0238107.JPG,0,0,0
G0238108.JPG,0,0,0
G0238109.JPG,0,0,0
G0238110.JPG,0,0,0
G0238111.JPG,1,1,1
G0238112.JPG,0,0,0
G0238113.JPG,0,0,0
G0238114.JPG,0,0,0
G0238115.JPG,0,0,0
G0238116.JPG,0,0,0
G0238117.JPG,1,1,1
G0238118.JPG,0,0,0
G0238119.JPG,0,0,0
G0238120.JPG,0,0,0
G0238121.JPG,0,0,0
G0238122.JPG,0,0,0
G0238123.JPG,1,0,0
G0238124.JPG,0,1,1
G0238125.JPG,0,0,0
G0238126.JPG,0,0,0
G0238127.JPG,0,0,0
G0238128.JPG,0,0,0
G0238129.JPG,1,1,0
G0238130.JPG,0,1,1
G0238131.JPG,0,0,0
G0238132.JPG,0,0,0
G0238133.JPG,0,0,0
G0238134.JPG,0,0,0
G0238135.JPG,1,0,0
G0238136.JPG,0,1,1
G0238137.JPG,0,0,0
G0238138.JPG,0,0,0
G0238139.JPG,0,0,0
G0238140.JPG,0,0,0
G0238141.JPG,1,0,0
G0238142.JPG,0,1,1
G0238143.JPG,0,0,0
G0238144.JPG,0,0,0
G0238145.JPG,0,0,0
G0238146.JPG,0,0,0
G0238147.JPG,0,0,0
G0238148.JPG,1,1,1
