name,target,predicted,prob_based
G0513578.JPG,0,0,0
G0513579.JPG,0,0,0
G0513580.JPG,0,0,0
G0513581.JPG,0,0,0
G0513582.JPG,0,0,0
G0513583.JPG,0,0,0
G0513584.JPG,0,0,0
G0513585.JPG,1,1,1
G0513586.JPG,0,0,0
G0513587.JPG,0,0,0
G0513588.JPG,0,0,0
G0513589.JPG,0,0,0
G0513590.JPG,0,1,1
G0513590_1st_copy.JPG,0,1,1
G0513590_2nd_copy.JPG,0,1,1
G0513590_3rd_copy.JPG,0,1,1
G0513590_4th_copy.JPG,0,1,1
G0513590_5th_copy.JPG,0,1,1
G0513590_6th_copy.JPG,0,1,1
G0513590_7th_copy.JPG,0,1,1
G0513590_8th_copy.JPG,0,1,1
G0513590_9th_copy.JPG,0,1,1
G0513590_10th_copy.JPG,0,1,1
G0513590_11th_copy.JPG,0,1,1
G0513590_12th_copy.JPG,0,1,1
G0513590_13th_copy.JPG,0,1,1
G0513590_14th_copy.JPG,0,1,1
G0513590_15th_copy.JPG,0,1,1
G0513590_16th_copy.JPG,0,1,1
G0513590_17th_copy.JPG,0,1,0
G0513590_18th_copy.JPG,0,1,0
G0513591.JPG,1,1,1
G0513592.JPG,0,0,0
G0513593.JPG,0,0,0
G0513594.JPG,0,0,0
G0513595.JPG,0,0,0
G0513596.JPG,0,1,1
G0513597.JPG,1,1,0
G0513598.JPG,0,0,0
G0513599.JPG,0,0,0
G0513600.JPG,0,0,0
G0513601.JPG,0,0,0
G0513602.JPG,0,0,0
G0513603.JPG,1,1,1
G0513604.JPG,0,0,0
G0513605.JPG,0,0,0
G0513606.JPG,0,0,0
G0513607.JPG,0,0,0
G0513608.JPG,0,0,0
G0513609.JPG,1,1,1
G0513610.JPG,0,0,0
G0513611.JPG,0,0,0
G0513612.JPG,0,0,0
G0513613.JPG,0,0,0
G0513614.JPG,0,0,0
G0513615.JPG,0,1,0
G0513616.JPG,1,1,1
G0513617.JPG,0,0,0
G0513618.JPG,0,0,0
G0513619.JPG,0,0,0
G0513620.JPG,0,0,0
G0513621.JPG,1,1,1
G0513622.JPG,0,0,0
G0513623.JPG,0,0,0
G0513624.JPG,0,0,0
G0513625.JPG,0,0,0
G0513626.JPG,0,0,0
G0513627.JPG,0,0,0
G0513628.JPG,1,1,1
G0513629.JPG,0,0,0
G0513630.JPG,0,0,0
G0513631.JPG,0,0,0
G0513632.JPG,0,0,0
G0513633.JPG,0,0,0
G0513634.JPG,1,1,1
G0513635.JPG,0,0,0
G0513636.JPG,0,0,0
G0513637.JPG,0,0,0
G0513638.JPG,0,0,0
G0513639.JPG,0,0,0
G0513640.JPG,1,1,1
G0513641.JPG,0,0,0
G0513642.JPG,0,0,0
G0513643.JPG,0,0,0
G0513644.JPG,0,0,0
G0513645.JPG,0,0,0
G0513646.JPG,1,1,1
G0513647.JPG,0,0,0
G0513648.JPG,0,0,0
G0513649.JPG,0,0,0
G0513650.JPG,0,0,0
G0513651.JPG,0,0,0
G0513652.JPG,1,1,1
G0513653.JPG,0,0,0
G0513654.JPG,0,0,0
G0513655.JPG,0,0,0
G0513656.JPG,0,0,0
G0513657.JPG,0,0,0
G0513658.JPG,1,1,1
G0513659.JPG,0,0,0
G0513660.JPG,0,0,0
G0513661.JPG,0,0,0
G0513662.JPG,0,0,0
G0513663.JPG,0,0,0
G0513664.JPG,0,1,1
G0513665.JPG,1,1,0
G0513666.JPG,0,0,0
G0513667.JPG,0,0,0
G0513668.JPG,0,0,0
G0513669.JPG,0,0,0
G0513670.JPG,0,1,1
G0513671.JPG,1,0,0
G0513672.JPG,0,0,0
G0513673.JPG,0,0,0
G0513674.JPG,0,0,0
G0513675.JPG,0,0,0
G0513676.JPG,0,1,0
G0513677.JPG,1,1,1
G0513678.JPG,0,0,0
G0513679.JPG,0,0,0
G0513680.JPG,0,0,0
G0513681.JPG,0,0,0
G0513682.JPG,0,1,1
G0513683.JPG,1,0,0
G0513684.JPG,0,0,0
G0513685.JPG,0,0,0
G0513686.JPG,0,0,0
G0513687.JPG,0,0,0
G0513688.JPG,0,0,0
G0513689.JPG,1,1,1
G0513690.JPG,0,0,0
G0513691.JPG,0,0,0
G0513692.JPG,0,0,0
G0513693.JPG,0,0,0
G0513694.JPG,0,0,0
G0513695.JPG,1,1,1
G0513696.JPG,0,0,0
G0513697.JPG,0,0,0
G0513698.JPG,0,0,0
G0513699.JPG,0,0,0
G0513700.JPG,0,0,0
G0513701.JPG,1,1,1
G0513702.JPG,0,0,0
G0513703.JPG,0,0,0
G0513704.JPG,0,0,0
G0513705.JPG,0,0,0
G0513706.JPG,0,0,0
G0513707.JPG,1,1,1
G0513708.JPG,0,0,0
G0513709.JPG,0,0,0
G0513710.JPG,0,0,0
G0513711.JPG,0,0,0
G0513712.JPG,0,0,0
G0513713.JPG,0,1,1
G0513714.JPG,1,0,0
G0513715.JPG,0,0,0
G0513716.JPG,0,0,0
G0513717.JPG,0,0,0
G0513718.JPG,0,0,0
G0513719.JPG,1,1,1
G0513720.JPG,0,0,0
G0513721.JPG,0,0,0
G0513722.JPG,0,0,0
G0513723.JPG,0,0,0
G0513724.JPG,0,0,0
G0513725.JPG,0,1,0
G0513726.JPG,1,1,1
G0513727.JPG,0,0,0
G0513728.JPG,0,0,0
G0513729.JPG,0,0,0
G0513730.JPG,0,0,0
G0513731.JPG,1,1,0
G0513732.JPG,0,1,1
G0513733.JPG,0,0,0
G0513734.JPG,0,0,0
G0513735.JPG,0,0,0
G0513736.JPG,0,0,0
G0513737.JPG,1,1,0
G0513738.JPG,0,1,1
G0513739.JPG,0,0,0
G0513740.JPG,0,0,0
G0513741.JPG,0,0,0
G0513742.JPG,0,0,0
G0513743.JPG,0,0,0
G0513744.JPG,1,1,1
G0513745.JPG,0,0,0
G0513746.JPG,0,0,0
G0513747.JPG,0,0,0
G0513748.JPG,0,0,0
G0513749.JPG,0,0,0
G0513750.JPG,1,1,1
G0513751.JPG,0,0,0
G0513752.JPG,0,0,0
G0513753.JPG,0,0,0
G0513754.JPG,0,0,0
G0513755.JPG,0,0,0
G0513756.JPG,1,1,1
G0513757.JPG,0,0,0
G0513758.JPG,0,0,0
G0513759.JPG,0,0,0
G0513760.JPG,0,0,0
G0513761.JPG,0,1,0
G0513762.JPG,1,1,1
G0513763.JPG,0,0,0
G0513764.JPG,0,0,0
G0513765.JPG,0,0,0
G0513766.JPG,0,0,0
G0513767.JPG,0,0,0
G0513768.JPG,1,1,1
G0513769.JPG,0,0,0
G0513770.JPG,0,0,0
G0523771.JPG,0,0,0
G0523772.JPG,0,0,0
G0523773.JPG,0,0,0
G0523774.JPG,0,0,0
G0523775.JPG,0,0,0
G0523776.JPG,0,0,0
G0523777.JPG,0,0,0
G0523778.JPG,0,0,0
G0523779.JPG,1,1,1
G0523780.JPG,0,0,0
G0523781.JPG,0,0,0
G0523782.JPG,0,0,0
G0523783.JPG,0,0,0
G0523784.JPG,0,0,0
G0523785.JPG,1,1,1
G0523786.JPG,0,0,0
G0523787.JPG,0,0,0
G0523788.JPG,0,0,0
G0523789.JPG,0,0,0
G0523790.JPG,0,0,0
G0523791.JPG,1,1,1
G0523792.JPG,0,0,0
G0523793.JPG,0,0,0
G0523794.JPG,0,0,0
G0523795.JPG,0,0,0
G0523796.JPG,0,0,0
G0523797.JPG,1,1,1
G0523798.JPG,0,0,0
G0523799.JPG,0,0,0
G0523800.JPG,0,0,0
G0523801.JPG,0,0,0
G0523802.JPG,0,0,0
G0523803.JPG,1,1,1
G0523804.JPG,0,0,0
G0523805.JPG,0,0,0
G0523806.JPG,0,0,0
G0523807.JPG,0,0,0
G0523808.JPG,0,0,0
G0523809.JPG,1,0,0
G0523810.JPG,0,0,0
G0523811.JPG,0,0,0
G0523812.JPG,0,0,0
G0523813.JPG,0,0,0
G0523814.JPG,0,0,0
G0523815.JPG,1,1,1
G0523816.JPG,0,0,0
G0523817.JPG,0,0,0
G0523818.JPG,0,0,0
G0523819.JPG,0,0,0
G0523820.JPG,0,0,0
G0523821.JPG,1,1,0
G0523822.JPG,0,1,1
G0523823.JPG,0,0,0
G0523824.JPG,0,0,0
G0523825.JPG,0,0,0
G0523826.JPG,0,0,0
G0523827.JPG,0,0,0
G0523828.JPG,1,1,1
G0523829.JPG,0,0,0
G0523830.JPG,0,0,0
G0523831.JPG,0,0,0
G0523832.JPG,0,0,0
G0523833.JPG,0,0,0
G0523834.JPG,1,1,1
G0523835.JPG,0,0,0
G0523836.JPG,0,0,0
G0523837.JPG,0,0,0
G0523838.JPG,0,0,0
G0523839.JPG,0,0,0
G0523840.JPG,1,1,1
G0523841.JPG,0,0,0
G0523842.JPG,0,0,0
G0523843.JPG,0,0,0
G0523844.JPG,0,0,0
G0523845.JPG,0,0,0
G0523846.JPG,1,1,1
G0523847.JPG,0,0,0
G0523848.JPG,0,0,0
G0523849.JPG,0,0,0
G0523850.JPG,0,0,0
G0523851.JPG,0,0,0
G0523852.JPG,1,1,1
G0523853.JPG,0,0,0
G0523854.JPG,0,0,0
G0523855.JPG,0,0,0
G0523856.JPG,0,0,0
G0523857.JPG,0,0,0
G0523858.JPG,0,1,0
G0523859.JPG,1,1,1
G0523860.JPG,0,0,0
G0523861.JPG,0,0,0
G0523862.JPG,0,0,0
G0523863.JPG,0,0,0
G0523864.JPG,0,0,0
G0523865.JPG,1,1,1
G0523866.JPG,0,0,0
G0523867.JPG,0,0,0
G0523868.JPG,0,0,0
G0523869.JPG,0,0,0
G0523870.JPG,0,1,0
G0523871.JPG,1,1,1
G0523872.JPG,0,0,0
G0523873.JPG,0,0,0
G0523874.JPG,0,0,0
G0523875.JPG,0,0,0
G0523876.JPG,0,0,0
G0523877.JPG,1,1,1
G0523878.JPG,0,0,0
G0523879.JPG,0,0,0
G0523880.JPG,0,0,0
G0523881.JPG,0,0,0
G0523882.JPG,0,0,0
G0523883.JPG,1,1,1
G0523884.JPG,0,0,0
G0523885.JPG,0,0,0
G0523886.JPG,0,0,0
G0523887.JPG,0,0,0
G0523888.JPG,0,0,0
G0523889.JPG,1,1,1
G0523890.JPG,0,0,0
G0523891.JPG,0,0,0
G0523892.JPG,0,0,0
G0523893.JPG,0,0,0
G0523894.JPG,0,0,0
G0523895.JPG,0,0,0
G0523896.JPG,1,1,1
G0523897.JPG,0,0,0
G0523898.JPG,0,0,0
G0523899.JPG,0,0,0
G0523900.JPG,0,0,0
G0523901.JPG,0,1,1
G0523902.JPG,1,1,0
G0523903.JPG,0,0,0
G0523904.JPG,0,0,0
G0523905.JPG,0,0,0
G0523906.JPG,0,0,0
G0523907.JPG,0,0,0
G0523908.JPG,1,1,1
G0523909.JPG,0,0,0
G0523910.JPG,0,0,0
G0523911.JPG,0,0,0
G0523912.JPG,0,0,0
G0523913.JPG,0,0,0
G0523914.JPG,1,1,1
G0523915.JPG,0,0,0
G0523916.JPG,0,0,0
G0523917.JPG,0,0,0
G0523918.JPG,0,0,0
G0523919.JPG,0,1,0
G0523920.JPG,1,1,1
G0523921.JPG,0,0,0
G0523922.JPG,0,0,0
G0523923.JPG,0,0,0
G0523924.JPG,0,0,0
G0523925.JPG,0,0,0
G0523926.JPG,1,1,1
G0523927.JPG,0,0,0
G0523928.JPG,0,0,0
G0523929.JPG,0,0,0
G0523930.JPG,0,0,0
G0523931.JPG,0,0,0
G0523932.JPG,0,1,1
G0523933.JPG,1,1,0
G0523934.JPG,0,0,0
G0523935.JPG,0,0,0
G0523936.JPG,0,0,0
G0523937.JPG,0,0,0
G0523938.JPG,1,1,1
G0523939.JPG,0,1,0
G0523940.JPG,0,0,0
G0523941.JPG,0,0,0
G0523942.JPG,0,0,0
G0523943.JPG,0,0,0
G0523944.JPG,0,0,0
G0523945.JPG,1,1,1
G0523946.JPG,0,0,0
G0523947.JPG,0,0,0
G0523948.JPG,0,0,0
G0523949.JPG,0,0,0
G0523950.JPG,0,1,0
G0523951.JPG,1,1,1
G0523952.JPG,0,0,0
G0523953.JPG,0,0,0
G0523954.JPG,0,0,0
G0523955.JPG,0,0,0
G0523956.JPG,0,0,0
G0523957.JPG,1,1,1
G0523958.JPG,0,0,0
G0523959.JPG,0,0,0
G0523960.JPG,0,0,0
G0523961.JPG,0,0,0
G0523962.JPG,0,0,0
G0523963.JPG,1,1,1
G0523964.JPG,0,0,0
G0523965.JPG,0,0,0
