name,target,predicted,prob_based
G0527584.JPG,0,0,0
G0538326.JPG,0,0,0
G0538237.JPG,0,0,0
G0527879.JPG,0,0,0
G0538029.JPG,0,1,0
G0538338.JPG,1,1,0
G0538420.JPG,1,1,1
G0538040.JPG,0,0,0
G0538347.JPG,0,0,0
G0527667.JPG,0,0,0
G0538238.JPG,0,0,0
G0528014.JPG,0,0,0
G0527723.JPG,0,0,0
G0538180.JPG,0,0,0
G0538320.JPG,0,0,0
G0527640.JPG,0,0,0
G0538038.JPG,0,0,0
G0538127.JPG,0,0,0
G0538343.JPG,0,0,0
G0527773.JPG,0,0,0
G0527916.JPG,0,0,0
G0527777.JPG,0,0,0
G0527981.JPG,0,0,0
G0538393.JPG,1,1,1
G0538084.JPG,1,1,0
G0527837.JPG,0,0,0
G0527847.JPG,0,0,0
G0527741.JPG,0,0,0
G0538071.JPG,1,1,1
G0538155.JPG,0,0,0
G0538405.JPG,0,0,0
G0538154.JPG,0,0,0
G0538375.JPG,0,0,0
G0528015.JPG,0,0,0
G0538160.JPG,1,1,1
G0538239.JPG,0,0,0
G0527729.JPG,0,0,0
G0538202.JPG,0,0,0
G0538247.JPG,0,0,0
G0527599.JPG,0,0,0
G0538087.JPG,0,0,0
G0538046.JPG,0,0,0
G0538362.JPG,0,0,0
G0527831.JPG,0,0,0
G0527609.JPG,0,0,0
G0538390.JPG,0,0,0
G0538271.JPG,0,0,0
G0538275.JPG,0,0,0
G0538057.JPG,1,1,1
G0527589.JPG,1,1,0
G0538150.JPG,0,0,0
G0527660.JPG,0,0,0
G0527732.JPG,0,0,0
G0527906.JPG,0,0,0
G0527907.JPG,0,0,0
G0538144.JPG,0,0,0
G0527659.JPG,0,0,0
G0527863.JPG,1,1,1
G0538072.JPG,0,0,0
G0527607.JPG,0,0,0
G0527811.JPG,0,0,0
G0538295.JPG,0,0,0
G0527768.JPG,0,0,0
G0538172.JPG,0,0,0
G0538439.JPG,0,0,0
G0538051.JPG,1,1,1
G0527628.JPG,0,0,0
G0527686.JPG,0,0,0
G0527678.JPG,1,1,1
G0527951.JPG,0,0,0
G0527953.JPG,0,0,0
G0527887.JPG,0,0,0
G0538418.JPG,0,0,0
G0527922.JPG,0,0,0
G0538193.JPG,0,0,0
G0538331.JPG,1,1,0
G0527605.JPG,0,0,0
G0527815.JPG,1,1,1
G0538189.JPG,0,0,0
G0538311.JPG,0,0,0
G0527691.JPG,0,0,0
G0538315.JPG,0,0,0
G0538373.JPG,0,0,0
G0538402.JPG,0,0,0
G0538159.JPG,0,0,0
G0538070.JPG,0,0,0
G0527931.JPG,1,1,1
G0538272.JPG,0,0,0
G0538268.JPG,0,0,0
G0538361.JPG,0,0,0
G0538341.JPG,0,0,0
G0538367.JPG,0,0,0
G0527958.JPG,1,1,1
G0527959.JPG,0,0,0
G0538054.JPG,0,0,0
G0527984.JPG,0,0,0
G0538266.JPG,0,0,0
G0527849.JPG,1,1,1
G0527943.JPG,0,0,0
G0527639.JPG,0,0,0
G0538377.JPG,0,0,0
G0527955.JPG,0,0,0
G0527635.JPG,0,0,0
G0538114.JPG,0,0,0
G0527706.JPG,1,1,1
G0527940.JPG,0,0,0
G0527844.JPG,0,0,0
G0527808.JPG,1,1,1
G0528011.JPG,0,0,0
G0527793.JPG,0,0,0
G0538255.JPG,0,0,0
G0527744.JPG,0,0,0
G0527786.JPG,0,0,0
G0538431.JPG,0,0,0
G0527901.JPG,0,0,0
G0527980.JPG,0,0,0
G0538438.JPG,0,0,0
G0538056.JPG,0,0,0
G0538080.JPG,0,0,0
G0527836.JPG,0,0,0
G0538353.JPG,0,0,0
G0527658.JPG,1,1,1
G0538220.JPG,0,0,0
G0527710.JPG,0,0,0
G0527593.JPG,0,0,0
G0538279.JPG,0,0,0
G0538289.JPG,0,0,0
G0538164.JPG,0,0,0
G0527704.JPG,0,0,0
G0527656.JPG,0,0,0
G0527919.JPG,0,0,0
G0538434.JPG,1,1,1
G0538170.JPG,0,0,0
G0538136.JPG,0,0,0
G0527963.JPG,0,0,0
G0527730.JPG,0,0,0
G0527689.JPG,0,0,0
